,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,pv_area_id,time_created,obstacle,type
2969,2969,2969,2969,3213,1416,2020-12-15 14:01:00,"MULTIPOLYGON (((48.40355056504766 11.99188257269079, 48.40355145537995 11.99184770397359, 48.40356748135832 11.99182490519697, 48.40359419131103 11.99187720827276, 48.40357727500927 11.99189464263135, 48.40355056504766 11.99188257269079)))",dormer
2970,2970,2970,2970,3217,1418,2020-12-15 14:09:00,"MULTIPOLYGON (((48.40412294095653 11.99207754594133, 48.40413006353416 11.99207352262781, 48.40413451514467 11.99208559256838, 48.40412739256767 11.99208827477739, 48.40412294095653 11.99207754594133)), ((48.4041113667657 11.99211107355402, 48.40412472160102 11.99210168582247, 48.40412739256767 11.99211107355402, 48.40411403773306 11.99212180239008, 48.4041113667657 11.99211107355402)), ((48.40411225708817 11.99201853734301, 48.40411759902263 11.99201987844751, 48.40412650224546 11.99203463059709, 48.40411848934497 11.99204133611963, 48.40411225708817 11.99201853734301)), ((48.40407828494313 11.99194192886353, 48.40408999902193 11.99194343549059, 48.40408999902193 11.99195416432665, 48.40407753450057 11.99195148211763, 48.40407828494313 11.99194192886353)), ((48.4040926699904 11.9919461176996, 48.40410157321758 11.99194075328157, 48.40410335386284 11.99194879990862, 48.4040953409587 11.99195416432665, 48.4040926699904 11.9919461176996)), ((48.40407219256191 11.99188040357874, 48.40407753450057 11.99187906247423, 48.40407842482362 11.99188979131029, 48.4040748635313 11.99189381462381, 48.40407219256191 11.99188040357874)), ((48.40407308288505 11.99208291035936, 48.40408999902193 11.99213253122614, 48.40408465708456 11.99213655453966, 48.40406863126916 11.99208693367289, 48.40407308288505 11.99208291035936)))",unknown
2971,2971,2971,2971,3218,1418,2020-12-15 14:09:00,"MULTIPOLYGON (((48.40414252804264 11.99214460116671, 48.40415054093934 11.99214057785318, 48.40415321190464 11.99215667110727, 48.40414608933023 11.99216069442079, 48.40414252804264 11.99214460116671)))",window
2972,2972,2972,2972,3219,1418,2020-12-15 14:09:00,"MULTIPOLYGON (((48.40407842482362 11.99197964531229, 48.40408732805332 11.99197562199877, 48.40410869579825 11.99204938274668, 48.40410157321758 11.9920534060602, 48.40407842482362 11.99197964531229)), ((48.40405705706601 11.99199707967089, 48.40406596029943 11.99199305635736, 48.40408732805332 11.99206815820978, 48.40407931514665 11.99206949931429, 48.40405705706601 11.99199707967089)))",pvmodule
2973,2973,2973,2973,3223,1420,2020-12-15 14:42:00,"MULTIPOLYGON (((48.40379945617487 11.99164615732307, 48.40381192076437 11.99164213400954, 48.40382171436826 11.99166895609969, 48.40381014010892 11.99167163830871, 48.40379945617487 11.99164615732307)))",unknown
2974,2974,2974,2974,3224,1420,2020-12-15 14:42:00,"MULTIPOLYGON (((48.40377986895663 11.99167297941321, 48.40378699158232 11.99166493278617, 48.40379411420701 11.99168102604026, 48.40378699158232 11.99168639045829, 48.40377986895663 11.99167297941321)))",chimney
2975,2975,2975,2975,3236,1424,2020-12-15 15:40:00,"MULTIPOLYGON (((48.40476628265667 11.99141448622052, 48.40485620398885 11.99156066661184, 48.40484997182243 11.99156334882085, 48.40476361172356 11.99142253284757, 48.40476628265667 11.99141448622052)))",unknown
2976,2976,2976,2976,3237,1424,2020-12-15 15:40:00,"MULTIPOLYGON (((48.40480723694648 11.99154859667127, 48.40481524973845 11.99154055004422, 48.40482148190912 11.99154993777578, 48.40481435942829 11.99156066661184, 48.40480723694648 11.99154859667127)), ((48.40476450203461 11.99151238684957, 48.40477073421148 11.99150434022252, 48.4047742954551 11.99151372795408, 48.4047689535896 11.99152177458112, 48.40476450203461 11.99151238684957)))",chimney
2977,2977,2977,2977,3238,1424,2020-12-15 15:40:00,"MULTIPOLYGON (((48.40482237221914 11.99155261998479, 48.40484284934561 11.99155664329831, 48.40483394624814 11.99156603102987, 48.40481792066883 11.99156334882085, 48.40482237221914 11.99155261998479)), ((48.40477607607678 11.99151238684957, 48.40478319856297 11.99151104574506, 48.40478319856297 11.9915190923721, 48.40477251483332 11.99152043347661, 48.40477607607678 11.99151238684957)))",shadow
2978,2978,2978,2978,3244,1430,2020-12-15 15:47:00,"MULTIPOLYGON (((48.40537889763821 11.99289916540556, 48.40541629023633 11.99300779487066, 48.405411838738 11.99300913597517, 48.40537444613658 11.99290452982359, 48.40537889763821 11.99289916540556)))",unknown
2979,2979,2979,2979,3245,1430,2020-12-15 15:47:00,"MULTIPOLYGON (((48.4053610916294 11.99299438382559, 48.40537355583622 11.99298365498953, 48.40537800733791 11.9929970660346, 48.40536732373321 11.99300377155714, 48.4053610916294 11.99299438382559)))",chimney
2980,2980,2980,2980,3251,1432,2020-12-15 15:50:00,"MULTIPOLYGON (((48.40539085674549 11.99303235364072, 48.40540866274386 11.99303235364072, 48.40541044334336 11.99303905916326, 48.40539174704557 11.99304576468579, 48.40539085674549 11.99303235364072)), ((48.40541044334336 11.99303235364072, 48.40541845604029 11.99301760149114, 48.40542379783754 11.9930283303272, 48.40541044334336 11.99303235364072)))",unknown
2981,2981,2981,2981,3252,1432,2020-12-15 15:50:00,"MULTIPOLYGON (((48.40535613503078 11.99305247020833, 48.40538551494477 11.9930283303272, 48.40539352764564 11.99302430701367, 48.4053881858452 11.99303771805875, 48.40536147683458 11.99305917573087, 48.40535613503078 11.99305247020833)))",shadow
2982,2982,2982,2982,3256,1434,2020-12-15 15:52:00,"MULTIPOLYGON (((48.40521784146797 11.99293579411618, 48.40524989236956 11.99291701865308, 48.4052552341845 11.99293177080266, 48.40521784146797 11.99293579411618)))",shadow
2983,2983,2983,2983,3260,1436,2020-12-15 15:56:00,"MULTIPOLYGON (((48.40487952516384 11.99263002228848, 48.40488931856218 11.99263002228848, 48.40489109917984 11.99264075112454, 48.40488219609088 11.99264209222905, 48.40487952516384 11.99263002228848)), ((48.40485637712395 11.99264611554257, 48.40486617052673 11.99264477443807, 48.40486617052673 11.99265684437863, 48.40485815774278 11.99265684437863, 48.40485637712395 11.99264611554257)))",chimney
2984,2984,2984,2984,3264,1438,2020-12-15 16:02:00,"MULTIPOLYGON (((48.40420767369905 11.99109231219291, 48.40420589305747 11.99106817231177, 48.40421924786796 11.99105878458022, 48.40421568658552 11.99103196249007, 48.40419520920654 11.99103866801261, 48.40420144145319 11.99109499440192, 48.40420767369905 11.99109231219291)))",unknown
2985,2985,2985,2985,3265,1438,2020-12-15 16:02:00,"MULTIPOLYGON (((48.40417562214071 11.99093272075652, 48.40422013818853 11.99093406186103, 48.40422637043211 11.99093137965201, 48.40422815107301 11.99094076738357, 48.40423438331561 11.99096624836921, 48.40424684779852 11.99096088395118, 48.40423972523725 11.99093540296554, 48.40423972523725 11.99092735633849, 48.40425308003883 11.99092333302497, 48.40426732515667 11.99098502383231, 48.40419253824346 11.99101586923598, 48.40417562214071 11.99093272075652)))",pvmodule
2986,2986,2986,2986,3266,1438,2020-12-15 16:02:00,"MULTIPOLYGON (((48.40422726075258 11.99094210848807, 48.40423972523725 11.99093674407004, 48.40424595747842 11.99096222505569, 48.40423349299527 11.99096893057822, 48.40422726075258 11.99094210848807)))",dormer
2987,2987,2987,2987,3267,1438,2020-12-15 16:02:00,"MULTIPOLYGON (((48.40423260267494 11.99103196249007, 48.40426554451715 11.99109499440192, 48.40424595747842 11.99110035881995, 48.40423260267494 11.99103196249007)))",shadow
2988,2988,2988,2988,3292,1447,2020-12-15 16:54:00,"MULTIPOLYGON (((48.4023665822194 11.99244812808506, 48.40239774456528 11.992437399249, 48.40240041562262 11.99247763238423, 48.40237192433718 11.99248299680226, 48.40236391116029 11.99246019802563, 48.4023665822194 11.99244812808506)))",unknown
2989,2989,2989,2989,3293,1447,2020-12-15 16:54:00,"MULTIPOLYGON (((48.40243959111402 11.99244276366703, 48.40245205603676 11.99244008145802, 48.40245472709124 11.99246019802563, 48.40244315252081 11.99246288023465, 48.40243959111402 11.99244276366703)))",chimney
2990,2990,2990,2990,3309,1452,2020-12-16 23:27:00,"MULTIPOLYGON (((48.40331461490521 11.99350182991553, 48.40332084725976 11.99350585322906, 48.40332440860485 11.99351792316962, 48.40331728591439 11.99351792316962, 48.40331461490521 11.99350182991553)))",shadow
2991,2991,2991,2991,3239,1427,2020-12-15 15:43:00,"MULTIPOLYGON (((48.4045638848828 11.9911932039768, 48.40457189771311 11.99118783955877, 48.40457545897062 11.99119722729032, 48.40457011708425 11.99119990949933, 48.4045638848828 11.9911932039768)), ((48.40466181938898 11.9912843990833, 48.40466894189117 11.99128171687429, 48.40467250314186 11.99129110460584, 48.4046653806402 11.99129378681485, 48.40466181938898 11.9912843990833)), ((48.40467161282922 11.99125623588865, 48.40467606439235 11.99125355367963, 48.40468051595508 11.99126428251569, 48.40467428376716 11.9912669647247, 48.40467161282922 11.99125623588865)))",unknown
2992,2992,2992,2992,3240,1427,2020-12-15 15:43:00,"MULTIPOLYGON (((48.40459148462637 11.99111944322889, 48.40459860713838 11.99111273770635, 48.40460394902174 11.9911221254379, 48.40459593619649 11.99112883096044, 48.40459148462637 11.99111944322889)), ((48.40460661996323 11.99115028863256, 48.40461463278682 11.99114492421453, 48.40461908435494 11.9911583352596, 48.40461196184575 11.99116101746862, 48.40460661996323 11.99115028863256)), ((48.4046173037277 11.99117845182721, 48.40462442623613 11.99117308740918, 48.40462790799721 11.99118062842899, 48.4046199746685 11.99118649845426, 48.4046173037277 11.99117845182721)), ((48.40462442623613 11.9911945450813, 48.40462976811681 11.99118918066327, 48.40463510999691 11.99119856839483, 48.40462798748995 11.99120527391736, 48.40462442623613 11.9911945450813)))",window
2993,2993,2993,2993,3241,1427,2020-12-15 15:43:00,"MULTIPOLYGON (((48.4045825814849 11.99121466164891, 48.40459415556848 11.99120125060384, 48.40461018121831 11.99123746042554, 48.40459860713838 11.99125221257512, 48.4045825814849 11.99121466164891)), ((48.40460751027702 11.99127635245626, 48.4046199746685 11.99126294141118, 48.40464223250282 11.99131524448697, 48.40462976811681 11.99132731442754, 48.40460751027702 11.99127635245626)))",pvmodule
2994,2994,2994,2994,3242,1427,2020-12-15 15:43:00,"MULTIPOLYGON (((48.40463154874355 11.99127367024724, 48.40463867125 11.99128708129232, 48.40464401312914 11.99128037576978, 48.40463770144399 11.99126645911747, 48.40463154874355 11.99127367024724)), ((48.40457634928497 11.99115699415509, 48.4045825814849 11.99115162973706, 48.40459148462637 11.99116638188665, 48.40458339230627 11.99117124069744, 48.40458347179913 11.99117174630468, 48.40457634928497 11.99115699415509)))",chimney
2995,2995,2995,2995,3243,1429,2020-12-15 15:45:00,"MULTIPOLYGON (((48.40500752637699 11.99222322283384, 48.40502177128354 11.99222858725187, 48.40502177128354 11.9922339516699, 48.40500752637699 11.99223126946089, 48.40500752637699 11.99222322283384)))",shadow
2996,2996,2996,2996,3246,1431,2020-12-15 15:48:00,"MULTIPOLYGON (((48.40520297706708 11.99266874271447, 48.40521009949349 11.99266337829644, 48.40521455100947 11.9926741071325, 48.40520742858371 11.99267947155053, 48.40520297706708 11.99266874271447)), ((48.40517092613593 11.99268349486405, 48.40517982917439 11.99267544823701, 48.40518606130037 11.9926928825956, 48.40517537765534 11.99270092922265, 48.40517092613593 11.99268349486405)))",unknown
2997,2997,2997,2997,3247,1431,2020-12-15 15:48:00,"MULTIPOLYGON (((48.40514866853297 11.99269020038659, 48.40515668127117 11.99268617707307, 48.40516024248772 11.99269422370011, 48.4051522297501 11.99269958811814, 48.40514866853297 11.99269020038659)))",window
2998,2998,2998,2998,3248,1431,2020-12-15 15:48:00,"MULTIPOLYGON (((48.40513620427105 11.9926553316694, 48.40516024248772 11.99263923841531, 48.4051673649201 11.99266606050545, 48.4051433267068 11.99268349486405, 48.40513620427105 11.9926553316694)))",dormer
2999,2999,2999,2999,3249,1431,2020-12-15 15:48:00,"MULTIPOLYGON (((48.40515133944585 11.99257888871247, 48.40515757157532 11.99257352429444, 48.40516113279184 11.99258291202599, 48.40515378381639 11.9925874470573, 48.40515133944585 11.99257888871247)))",chimney
3000,3000,3000,3000,3250,1431,2020-12-15 15:48:00,"MULTIPOLYGON (((48.40516202309592 11.99257888871247, 48.40517270674377 11.99257888871247, 48.40517537765534 11.99258827644402, 48.40516291339998 11.99258827644402, 48.40516202309592 11.99257888871247)))",shadow
3001,3001,3001,3001,3253,1433,2020-12-15 15:51:00,"MULTIPOLYGON (((48.40519140312206 11.99281358200127, 48.40520742858371 11.99280419426972, 48.40522167343426 11.9928538151365, 48.40520475767378 11.99286320286805, 48.40519140312206 11.99281358200127)))",dormer
3002,3002,3002,3002,3254,1433,2020-12-15 15:51:00,"MULTIPOLYGON (((48.4052243443433 11.99282967525536, 48.40523235706956 11.99282431083733, 48.40523858918912 11.99284040409142, 48.40522968616097 11.99284040409142, 48.4052243443433 11.99282967525536)), ((48.40524838251832 11.99284442740495, 48.40525728554322 11.99283906298692, 48.40525995645037 11.99285247403199, 48.40525016312341 11.99285649734551, 48.40524838251832 11.99284442740495)))",chimney
3003,3003,3003,3003,3255,1433,2020-12-15 15:51:00,"MULTIPOLYGON (((48.40525995645037 11.99284576850945, 48.40527598189042 11.99284845071847, 48.4052786527966 11.99286052065903, 48.40526262735739 11.99285649734551, 48.40525995645037 11.99284576850945)), ((48.40523680858362 11.99282967525536, 48.40525194372845 11.99283235746438, 48.40525194372845 11.99283906298692, 48.40524660191315 11.99284174519593, 48.40523947949184 11.99283772188241, 48.40523680858362 11.99282967525536)))",shadow
3004,3004,3004,3004,3257,1435,2020-12-15 15:54:00,"MULTIPOLYGON (((48.40514400262216 11.99313142376954, 48.40515468627377 11.99313008266503, 48.40515646688215 11.99314483481461, 48.40514489292654 11.99314483481461, 48.40514400262216 11.99313142376954)))",window
3005,3005,3005,3005,3258,1435,2020-12-15 15:54:00,"MULTIPOLYGON (((48.40514044140446 11.9931783624273, 48.40514934444825 11.99317433911378, 48.40515201536107 11.99318506794984, 48.40514311231775 11.99318909126336, 48.40514044140446 11.9931783624273)))",chimney
3006,3006,3006,3006,3259,1435,2020-12-15 15:54:00,"MULTIPOLYGON (((48.40515290566532 11.99318238574082, 48.40517160205092 11.99318372684533, 48.40517427296258 11.99319445568139, 48.40514311231775 11.99319043236787, 48.40515290566532 11.99318238574082)))",shadow
3007,3007,3007,3007,3261,1437,2020-12-15 15:58:00,"MULTIPOLYGON (((48.40472731275245 11.99256491225324, 48.40473532555701 11.99256491225324, 48.40473532555701 11.99257698219381, 48.40472731275245 11.9925756410893, 48.40472731275245 11.99256491225324)), ((48.40472910692874 11.99259683478886, 48.40473711973302 11.99259683478886, 48.40473710618009 11.99260782759748, 48.40472998368744 11.99260648649297, 48.40472910692874 11.99259683478886)), ((48.40474600929448 11.99255284231267, 48.4047558027185 11.99255150120817, 48.40475847365202 11.99256223004422, 48.40474778991718 11.99256357114873, 48.40474600929448 11.99255284231267)))",unknown
3008,3008,3008,3008,3262,1437,2020-12-15 15:58:00,"MULTIPOLYGON (((48.40471217745149 11.99265878956876, 48.40472553212903 11.99265744846425, 48.40472642244075 11.99267756503187, 48.40471395807536 11.99267756503187, 48.40471217745149 11.99265878956876)))",window
3009,3009,3009,3009,3263,1437,2020-12-15 15:58:00,"MULTIPOLYGON (((48.40471217745149 11.99249651592336, 48.40472108057023 11.99249651592336, 48.40472197088203 11.99251260917745, 48.40471308131638 11.99251234520489, 48.40471217745149 11.99249651592336)))",chimney
3010,3010,3010,3010,3268,1439,2020-12-15 16:04:00,"MULTIPOLYGON (((48.40451156010005 11.99260514538846, 48.40452402451505 11.99260246317945, 48.40452491483029 11.992611850911, 48.40451424466733 11.99261158693844, 48.40451156010005 11.99260514538846)), ((48.40452491483029 11.99271511595807, 48.40453648892699 11.99271243374906, 48.404537379242 11.99272316258512, 48.4045258051455 11.99272450368963, 48.40452491483029 11.99271511595807)), ((48.40448574094501 11.9926829294499, 48.40449820536632 11.99278887670598, 48.40449464410339 11.99279021781049, 48.40448219330216 11.99268266547733, 48.40448574094501 11.9926829294499)), ((48.4044723862045 11.99255418341718, 48.40448128936521 11.99262660306058, 48.40447683778503 11.99262794416509, 48.40446793462352 11.9925582067307, 48.4044723862045 11.99255418341718)))",unknown
3011,3011,3011,3011,3269,1439,2020-12-15 16:04:00,"MULTIPOLYGON (((48.40456854025791 11.99267622392736, 48.40457922403044 11.99267488282285, 48.40458189497319 11.99269231718145, 48.40457210151568 11.99269365828595, 48.40456854025791 11.99267622392736)), ((48.40456319837084 11.99261587422452, 48.40457566277319 11.992611850911, 48.40457655308752 11.99262526195607, 48.40456586931445 11.99262794416509, 48.40456319837084 11.99261587422452)), ((48.40453381798182 11.99261721532903, 48.40454450176161 11.99261587422452, 48.40454539207649 11.99262660306058, 48.40453470829689 11.9926292852696, 48.40453381798182 11.99261721532903)), ((48.40448930220852 11.99269499939046, 48.40450087631334 11.99269097607694, 48.40450265694462 11.99270706933103, 48.40449197315604 11.99270975154004, 48.40448930220852 11.99269499939046)))",window
3012,3012,3012,3012,3270,1439,2020-12-15 16:04:00,"MULTIPOLYGON (((48.40447683778503 11.99255954783521, 48.40451156010005 11.99254881899915, 48.40451779230794 11.99259575765691, 48.40448396031312 11.99260782759748, 48.40447683778503 11.99255954783521)))",pvmodule
3013,3013,3013,3013,3271,1439,2020-12-15 16:04:00,"MULTIPOLYGON (((48.4044795087332 11.9926292852696, 48.40449197315604 11.99262392085157, 48.40451334073094 11.99264135521016, 48.40449909568199 11.99267622392736, 48.4044875215768 11.99267756503187, 48.4044795087332 11.9926292852696)))",dormer
3014,3014,3014,3014,3272,1439,2020-12-15 16:04:00,"MULTIPOLYGON (((48.40454539207649 11.99265744846425, 48.40457833371614 11.99265476625524, 48.40458011434472 11.99266683619581, 48.40454628239137 11.99267220061384, 48.40455162428024 11.99272316258512, 48.4045427211318 11.99272450368963, 48.40453381798182 11.99263464968763, 48.4045427211318 11.99263464968763, 48.40454539207649 11.99265744846425)))",ladder
3015,3015,3015,3015,3276,1441,2020-12-15 16:16:00,"MULTIPOLYGON (((48.40439314800529 11.99234363000951, 48.40441896720735 11.99233558338247, 48.40442341879259 11.99236776989065, 48.40439581895784 11.9923771576222, 48.40439314800529 11.99234363000951)), ((48.4043673287901 11.99212905328832, 48.40440027054509 11.99212234776578, 48.4044073930839 11.9921800152596, 48.40437445133354 11.99218940299115, 48.4043673287901 11.99212905328832)))",unknown
3016,3016,3016,3016,3277,1441,2020-12-15 16:16:00,"MULTIPOLYGON (((48.40441273498734 11.99218672078214, 48.40442430910959 11.9921800152596, 48.40442698006049 11.99219342630468, 48.40441540593888 11.9921974496182, 48.40441273498734 11.99218672078214)))",chimney
3017,3017,3017,3017,3278,1441,2020-12-15 16:16:00,"MULTIPOLYGON (((48.40442787037743 11.99218672078214, 48.40443499291238 11.99218672078214, 48.40443766386273 11.99219879072271, 48.40441985752442 11.99219879072271, 48.40442877431535 11.99219450343662, 48.40442787037743 11.99218672078214)))",shadow
3018,3018,3018,3018,3280,1443,2020-12-15 16:19:00,"MULTIPOLYGON (((48.40421412159333 11.99223395473033, 48.40421679255527 11.99225541240245, 48.40422836672207 11.99226077682048, 48.40423548928495 11.9922460246709, 48.404232818324 11.99222590810329, 48.40421412159333 11.99223395473033)), ((48.4042461731274 11.99230771547824, 48.40426486984632 11.99232246762782, 48.40427000073945 11.99235007155949, 48.40423705890012 11.99235677708202, 48.40423370864433 11.99233453756839, 48.4042461731274 11.99230771547824)))",dormer
3019,3019,3019,3019,3281,1443,2020-12-15 16:19:00,"MULTIPOLYGON (((48.40423548928495 11.99227552897006, 48.4042470634475 11.99227284676105, 48.40425062472779 11.99228894001514, 48.4042381602458 11.99229296332866, 48.40423548928495 11.99227552897006)))",chimney
3020,3020,3020,3020,3282,1443,2020-12-15 16:19:00,"MULTIPOLYGON (((48.40422302479924 11.99230771547824, 48.40423103768326 11.99236135965854, 48.40422302479924 11.99236404186756, 48.40421679255527 11.99231039768726, 48.40422302479924 11.99230771547824)))",ladder
3021,3021,3021,3021,3283,1443,2020-12-15 16:19:00,"MULTIPOLYGON (((48.40426754080559 11.99232917315036, 48.40428267623888 11.99234660750896, 48.40427110208442 11.99235197192699, 48.40426754080559 11.99232917315036)))",shadow
3022,3022,3022,3022,3307,1452,2020-12-16 23:27:00,"MULTIPOLYGON (((48.40336536405569 11.99338113050986, 48.40338317076315 11.99343343358565, 48.40323181355097 11.99353401642371, 48.40322112949546 11.99349914770652, 48.40322736186143 11.99349378328849, 48.40322310159741 11.99348185473355, 48.40336536405569 11.99338113050986)))",pvmodule
3023,3023,3023,3023,3279,1442,2020-12-15 16:17:00,"MULTIPOLYGON (((48.40288267642244 11.99215647589519, 48.40289247020527 11.99215513479068, 48.40289514123662 11.99216988694026, 48.40288534745429 11.99216854583575, 48.40288267642244 11.99215647589519)), ((48.40285685644051 11.99209344398334, 48.40286397919548 11.99209210287883, 48.40286486953978 11.99210014950587, 48.40285774678494 11.99210014950587, 48.40285685644051 11.99209344398334)), ((48.40283548816971 11.99210149061038, 48.40284261092764 11.99209612619235, 48.40284528196161 11.9921055139239, 48.40283815920403 11.99210953723743, 48.40283548816971 11.99210149061038)))",window
3024,3024,3024,3024,3284,1444,2020-12-15 16:21:00,"MULTIPOLYGON (((48.40269184567629 11.99152079235866, 48.40270520088432 11.99150872241809, 48.40271410435439 11.99151274573161, 48.40271143331353 11.99153286229922, 48.40270074914869 11.99154225003078, 48.40269184567629 11.99152079235866)), ((48.40270876227253 11.99156102549388, 48.40271944643569 11.99154895555331, 48.40273102094324 11.99155029665782, 48.40272924024993 11.99157175432994, 48.40272033678253 11.99158382427051, 48.40270876227253 11.99156102549388)), ((48.40272300782291 11.99159321200206, 48.40273369198307 11.99158382427051, 48.40274437614097 11.99158650647952, 48.40274437614097 11.9916012586291, 48.40273191128986 11.99161466967418, 48.40272300782291 11.99159321200206)), ((48.4027390340623 11.99162808071925, 48.40275238925794 11.99161601077869, 48.40276396375799 11.99162003409221, 48.40275862168137 11.99164149176433, 48.40274793752644 11.99165087949588, 48.4027390340623 11.99162808071925)), ((48.40278444171315 11.99154761444881, 48.40279957758778 11.99153554450824, 48.40280848104134 11.99155566107585, 48.40279423551491 11.99157309543445, 48.40278622240452 11.99156638991191, 48.40278444171315 11.99154761444881)), ((48.4027506085654 11.99146983038737, 48.40276485410404 11.99145507823779, 48.4027871127502 11.99150604020907, 48.40277375756366 11.99151945125415, 48.40276307341193 11.99151274573161, 48.40276307341193 11.991492629164, 48.4027506085654 11.99148726474597, 48.4027506085654 11.99146983038737)))",dormer
3025,3025,3025,3025,3285,1444,2020-12-15 16:21:00,"MULTIPOLYGON (((48.40276930583404 11.99159723531558, 48.40277642860125 11.99159052979304, 48.402781770676 11.99160259973361, 48.40277375756366 11.99160930525615, 48.40276930583404 11.99159723531558)), ((48.40272567886317 11.99151274573161, 48.40273814371582 11.99150469910457, 48.40274526648736 11.99151542794063, 48.40273458232965 11.99152615677669, 48.40272567886317 11.99151274573161)))",chimney
3026,3026,3026,3026,3286,1444,2020-12-15 16:21:00,"MULTIPOLYGON (((48.40277108652593 11.99146580707385, 48.4027790996387 11.99146714817836, 48.40279739064777 11.99151590455585, 48.40277998998447 11.99151542794063, 48.40278800309582 11.99150469910457, 48.40277108652593 11.99146580707385)), ((48.4028049196601 11.99154359113528, 48.40281560380304 11.99154225003078, 48.40282806863365 11.99156907212092, 48.40279868724234 11.99157175432994, 48.40280896513757 11.99155613769108, 48.4028049196601 11.99154359113528)))",shadow
3027,3027,3027,3027,3289,1446,2020-12-15 16:31:00,"MULTIPOLYGON (((48.40285272916692 11.99266625547653, 48.4028723167422 11.99266491437203, 48.40286964570966 11.99269710088021, 48.40285094847788 11.99269441867119, 48.40285272916692 11.99266625547653)))",pvmodule
3028,3028,3028,3028,3290,1446,2020-12-15 16:31:00,"MULTIPOLYGON (((48.40285985192244 11.99270246529824, 48.40287053605386 11.99270246529824, 48.40286875536543 11.9927145352388, 48.40286163261116 11.9927145352388, 48.40285985192244 11.99270246529824)), ((48.40288923327842 11.99271989965683, 48.40289902705998 11.99271721744782, 48.40289724637256 11.99273599291092, 48.40288923327842 11.99273331070191, 48.40288923327842 11.99271989965683)))",chimney
3029,3029,3029,3029,3291,1446,2020-12-15 16:31:00,"MULTIPOLYGON (((48.40283670296336 11.99272660517937, 48.40286875536543 11.99272660517937, 48.40286697467697 11.99273331070191, 48.40283581261855 11.99273465180641, 48.40283670296336 11.99272660517937)))",ladder
3030,3030,3030,3030,3294,1448,2020-12-15 16:55:00,"MULTIPOLYGON (((48.4026253547198 11.9928705308428, 48.40263336785549 11.99286918973829, 48.40263514855216 11.99288528299238, 48.4026244643713 11.99288528299238, 48.4026253547198 11.9928705308428)))",unknown
3031,3031,3031,3031,3295,1448,2020-12-15 16:55:00,"MULTIPOLYGON (((48.40270637636717 11.99283968543912, 48.40271438949013 11.99283700323011, 48.40271438949013 11.99284907317068, 48.40270726671422 11.99284907317068, 48.40270637636717 11.99283968543912)), ((48.40264049064173 11.9928530964842, 48.40265028447119 11.99285041427518, 48.40265028447119 11.99286248421575, 48.40264138098995 11.99286382532026, 48.40264049064173 11.9928530964842)))",chimney
3032,3032,3032,3032,3296,1448,2020-12-15 16:55:00,"MULTIPOLYGON (((48.40271617018053 11.99283834433462, 48.40272329295519 11.99283968543912, 48.40272685434213 11.99285041427518, 48.40271527983366 11.99285041427518, 48.40271617018053 11.99283834433462)), ((48.40265354907831 11.99285443758871, 48.402658891166 11.99285443758871, 48.40266067186175 11.99286114311124, 48.40265176838231 11.99286248421575, 48.40265354907831 11.99285443758871)))",shadow
3033,3033,3033,3033,3297,1449,2020-12-15 16:55:00,"MULTIPOLYGON (((48.4026253547198 11.9928705308428, 48.40263336785549 11.99286918973829, 48.40263514855216 11.99288528299238, 48.4026244643713 11.99288528299238, 48.4026253547198 11.9928705308428)))",unknown
3034,3034,3034,3034,3298,1449,2020-12-15 16:55:00,"MULTIPOLYGON (((48.40270637636717 11.99283968543912, 48.40271438949013 11.99283700323011, 48.40271438949013 11.99284907317068, 48.40270726671422 11.99284907317068, 48.40270637636717 11.99283968543912)), ((48.40264049064173 11.9928530964842, 48.40265028447119 11.99285041427518, 48.40265028447119 11.99286248421575, 48.40264138098995 11.99286382532026, 48.40264049064173 11.9928530964842)))",chimney
3035,3035,3035,3035,3299,1449,2020-12-15 16:55:00,"MULTIPOLYGON (((48.40271617018053 11.99283834433462, 48.40272329295519 11.99283968543912, 48.40272685434213 11.99285041427518, 48.40271527983366 11.99285041427518, 48.40271617018053 11.99283834433462)), ((48.40265354907831 11.99285443758871, 48.402658891166 11.99285443758871, 48.40266067186175 11.99286114311124, 48.40265176838231 11.99286248421575, 48.40265354907831 11.99285443758871)))",shadow
3036,3036,3036,3036,3300,1450,2020-12-16 23:22:00,"MULTIPOLYGON (((48.40246714793216 11.99409052832327, 48.40247516109279 11.99408918721877, 48.40247872249711 11.99410662157736, 48.40246892863463 11.99411064489089, 48.40246714793216 11.99409052832327)), ((48.4024546830131 11.99401676757537, 48.40246002512165 11.99401542647086, 48.4024626961757 11.99402883751593, 48.40245824441885 11.99402883751593, 48.4024546830131 11.99401676757537)))",unknown
3037,3037,3037,3037,3301,1450,2020-12-16 23:22:00,"MULTIPOLYGON (((48.40245201195862 11.99407443506919, 48.40246091547302 11.99407175286017, 48.40246358652701 11.99408516390525, 48.40245557336456 11.99408784611426, 48.40245201195862 11.99407443506919)))",chimney
3038,3038,3038,3038,3302,1450,2020-12-16 23:22:00,"MULTIPOLYGON (((48.40246358652701 11.9940771172782, 48.40247516109279 11.9940771172782, 48.40247872249711 11.99408382280074, 48.4024723185215 11.99408803397091, 48.40246447687834 11.99408650500975, 48.40246358652701 11.9940771172782)))",shadow
