,Unnamed: 0,id,pv_area_id,time_created,obstacle,type
1951,1951,8002,934,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39963679471072 11.99333475520802, 48.39962984958674 11.99333542576027, 48.39962984958674 11.99334481349182, 48.39963697279082 11.99334481349182, 48.39963679471072 11.99333475520802)))",chimney
1952,1952,7956,920,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39866738369209 11.99381637630558, 48.39869195923023 11.99384065029716, 48.39868991126871 11.99385808465576, 48.39868399889287 11.99385801760054, 48.39867138166912 11.99384990391827, 48.3986632254398 11.99383275119161, 48.3986632254398 11.9938232561717, 48.39866738369209 11.99381637630558)), ((48.39871023060858 11.99388026652431, 48.3986859043875 11.99389456269836, 48.39869284964827 11.9939559852848, 48.39869908257461 11.99396000859833, 48.39871021280022 11.9939184343586, 48.39872490469801 11.99389563558197, 48.39871023060858 11.99388026652431)))",dormer
1953,1953,7957,920,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39864921916391 11.99386076686478, 48.39867058919707 11.9938647901783, 48.39866969877902 11.99387015459633, 48.39864565749171 11.99387015459633, 48.39864921916391 11.99386076686478)), ((48.39868127421364 11.99390368220901, 48.39869195923023 11.99390502331352, 48.39869374006632 11.99391709325409, 48.39867415086925 11.99391709325409, 48.39868127421364 11.99390368220901)), ((48.39864770545322 11.99397435841656, 48.39865080410803 11.99397474733686, 48.39865294111134 11.99397783187723, 48.39865409865481 11.99398078230715, 48.39865178356789 11.99398574439383, 48.39864768764486 11.99398587850428, 48.39864770545322 11.99397435841656)), ((48.3986225778559 11.99395033923483, 48.39862569431907 11.99395060745573, 48.39862596144448 11.99395275322294, 48.39862872174043 11.99395355788565, 48.39862747515517 11.99395556954241, 48.39862729707156 11.99395838586187, 48.39862222168868 11.99395905641413, 48.3986225778559 11.99395033923483)), ((48.39860752979088 11.99393438009119, 48.39860922158518 11.99393438009119, 48.39860948871058 11.99393733052111, 48.39861269421556 11.99393746463156, 48.39861331750819 11.99394242671823, 48.3986116257139 11.99394229260778, 48.39861180379751 11.99394484070635, 48.39860761883268 11.99394564536905, 48.39860752979088 11.99393438009119)))",shadow
1954,1954,7958,920,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39870086341071 11.99391575214958, 48.39869284964827 11.99394391534424, 48.39869819215657 11.9939559852848, 48.398706205919 11.99392379877663, 48.39870086341071 11.99391575214958)), ((48.39863906839815 11.99387310502624, 48.39865990418048 11.99389429447746, 48.39866248639282 11.99389000294304, 48.39864432186464 11.99387256858444, 48.39864239856166 11.99386916217899, 48.39863910401488 11.99386889395809, 48.39863906839815 11.99387310502624)))",ladder
1955,1955,7959,920,2021-06-10 08:03:34,"MULTIPOLYGON (((48.398651 11.99393600282764, 48.39865625346648 11.99394324479198, 48.39865224658527 11.99395196197128, 48.39864628078435 11.993945927001, 48.398651 11.99393600282764)), ((48.39867147961511 11.99386881349182, 48.39866524668877 11.99387954232788, 48.39867237003316 11.99388758895492, 48.39867771254145 11.99387820122337, 48.39867147961511 11.99386881349182)), ((48.39860834897549 11.99384963569736, 48.39860398592705 11.99386264441109, 48.39861743123958 11.99387551901436, 48.39862232853884 11.9938650583992, 48.39860834897549 11.99384963569736)), ((48.39860202700734 11.99386116919613, 48.39859258857603 11.9938824927578, 48.39860549963773 11.9938917463789, 48.39861253394031 11.99387136159038, 48.39860202700734 11.99386116919613)), ((48.39860799280827 11.99390435276127, 48.3986012256311 11.99392232356167, 48.39861342435836 11.99393439350223, 48.39861983536831 11.99391669092274, 48.39860799280827 11.99390435276127)), ((48.39862740392172 11.99390837607479, 48.39862010249372 11.99392540810203, 48.39863737660386 11.99394176957703, 48.39864414378103 11.99392607865429, 48.39862740392172 11.99390837607479)))",window
1956,1956,7960,921,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39888175467654 11.99320479487562, 48.39888175467654 11.99320479487562, 48.39896697612223 11.99319293951178, 48.39896723434206 11.99319487070227, 48.39896184734231 11.9931950584569, 48.39896287131747 11.99319795524263, 48.39895235553778 11.99319834416294, 48.39895235553778 11.99319834416294, 48.39894915005032 11.99319988643312, 48.39892786917526 11.99320201878929, 48.39892851027275 11.9932107091465, 48.39892326573911 11.99321023975992, 48.39892434313906 11.99321866189623, 48.3989288575339 11.99322001641178, 48.39893499248072 11.99323279713774, 48.3989357137154 11.99323822861099, 48.39893968495819 11.99324068283224, 48.39893968495819 11.993247750453, 48.39892398697378 11.99324910496855, 48.39892145820035 11.9932559043684, 48.39892145820035 11.99326432650471, 48.39892759314717 11.99327003960991, 48.39893517056336 11.99327139412546, 48.39893535755012 11.99327954804087, 48.39894077126228 11.99328362499857, 48.39894311304894 11.99328661566162, 48.39894474250507 11.99329450135613, 48.39894293496631 11.99330237363958, 48.39894834867846 11.99330319171333, 48.39895123361717 11.99331570421839, 48.39894347811835 11.99331624066019, 48.39894347811835 11.99331869488144, 48.39892597259518 11.99331923132324, 48.39892578560841 11.99332140391254, 48.39890720268529 11.99332140391254, 48.39890683761589 11.9933241263547, 48.3989020560971 11.99332521264935, 48.39889804923778 11.99326163088465, 48.39888755126636 11.99326337432051, 48.39888175467654 11.99320479487562)))",shadow
1957,1957,7961,922,2021-06-10 08:03:34,"MULTIPOLYGON (((48.3990845479805 11.99356136159039, 48.39909409317492 11.99356054351664, 48.39909744111625 11.99356840238905, 48.39909722741786 11.99357328400946, 48.39909858974505 11.99357359246349, 48.39909952467547 11.99357910440302, 48.39909670207601 11.99357910440302, 48.39909013085074 11.99359530494547, 48.39907999798578 11.99359514401293, 48.39907874250778 11.99357532248831, 48.39908501099367 11.99357233182526, 48.3990845479805 11.99356136159039)))",shadow
1958,1958,8219,1010,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40022391742545 11.99213929447746, 48.40023549250602 11.99223719510651, 48.4002274789887 11.99223987731552, 48.40021590390813 11.99214331779099, 48.40022391742545 11.99213929447746)))",ladder
1959,1959,7963,923,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39941113655316 11.99340852761269, 48.39937195868272 11.99341389203072, 48.39937017787043 11.99342998528481, 48.3994120269593 11.99342998528481, 48.39941113655316 11.99340852761269)), ((48.39926793253267 11.9934428062439, 48.39926383666439 11.9934430744648, 48.39926383666439 11.99344736599922, 48.39926775445144 11.99344682955742, 48.39926793253267 11.9934428062439)), ((48.39935984915913 11.99336400294304, 48.39935771218438 11.99336400294304, 48.39935771218438 11.99337379300594, 48.39935958203729 11.99337365889549, 48.39935984915913 11.99336400294304)), ((48.39931805349463 11.99341347628832, 48.39931805349463 11.99342212641239, 48.39931356584766 11.99342212641239, 48.39931377064106 11.99341991358996, 48.39931272886588 11.99341881388426, 48.39931293365929 11.99341630601883, 48.39931460762285 11.99341614508629, 48.39931450077411 11.99341331535578, 48.39931805349463 11.99341347628832)))",unknown
1960,1960,7964,923,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39936385598679 11.99330955410004, 48.39937816481356 11.9933078777194, 48.3993675956926 11.99334536159039, 48.39936492447416 11.99334522747994, 48.39936385598679 11.99330955410004)), ((48.39936943883333 11.99334676975012, 48.39937202101115 11.99334690386057, 48.39937211005176 11.99334972018003, 48.39937576071696 11.99334972018003, 48.39937593879819 11.99335736447573, 48.39936934979271 11.99335790091753, 48.39936943883333 11.99334676975012)))",shadow
1961,1961,7965,923,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39936928746428 11.99334549570084, 48.39936278749941 11.99334549570084, 48.39936296558064 11.99335810208321, 48.39936928746428 11.99335783386231, 48.39936928746428 11.99334549570084)))",chimney
1962,1962,7966,923,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39935753410315 11.99339913988113, 48.39934791771677 11.99339981043339, 48.39934880812292 11.99342059755325, 48.39935771218438 11.99342086577416, 48.39935753410315 11.99339913988113)))",window
1963,1963,7967,924,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39944940750055 11.99383516970396, 48.39944940750055 11.9938326216054, 48.39945279103632 11.9938331580472, 48.39945399308192 11.99383641693115, 48.39945434924358 11.99384298834324, 48.399452078713 11.99384335044146, 48.39945243487466 11.9938513970685, 48.3994509211876 11.99385461571932, 48.39945056502594 11.9938513970685, 48.39944896229847 11.99385153117895, 48.39944994174304 11.99383557203531, 48.39944940750055 11.99383516970396)))",shadow
1964,1964,7968,924,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39944989722283 11.993835478158, 48.39944304111087 11.99383561226845, 48.39944277398962 11.99384607288361, 48.39944900681868 11.99384620699406, 48.39944989722283 11.993835478158)))",chimney
1965,1965,7969,924,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39948417778263 11.99378330919266, 48.39947972576188 11.99378196808815, 48.39947972576188 11.99391473743439, 48.39948328737849 11.9939174196434, 48.39948417778263 11.99378330919266)))",unknown
1966,1966,7970,924,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39941027423812 11.9938275656414, 48.39942897272529 11.9938275656414, 48.39942897272529 11.99386779877663, 48.39941027423812 11.99387048098564, 48.39941027423812 11.9938275656414)))",dormer
1967,1967,7971,924,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39942300701748 11.99387356552601, 48.39941481529929 11.99387450429916, 48.39941499338012 11.99388684246063, 48.39942291797706 11.99388711068153, 48.39942300701748 11.99387356552601)), ((48.39947438333698 11.99384902331352, 48.39946369848717 11.99385170552254, 48.39946369848717 11.99386779877663, 48.39947438333698 11.99386779877663, 48.39947438333698 11.99384902331352)))",window
1968,1968,7972,924,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39941027423812 11.99381415459633, 48.39943333570562 11.99381107005596, 48.39943814388804 11.99381556275606, 48.39944137605511 11.99382311317444, 48.39944137605511 11.99385048511744, 48.39943823292845 11.99385103497028, 48.39943805484762 11.9938264927578, 48.39943297954397 11.99382005545616, 48.39941027423812 11.99382287177563, 48.39941027423812 11.99381415459633)))",ladder
1969,1969,7973,925,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39962338367071 11.99381693300247, 48.39960361677161 11.99381720122337, 48.39960361677161 11.99384992417336, 48.39962276039011 11.99384965595245, 48.39962338367071 11.99381693300247)))",dormer
1970,1970,7974,925,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39962934935647 11.99385998245716, 48.39959854148671 11.99386494454384, 48.39959827436645 11.99390678700447, 48.39962899319613 11.9939020931387, 48.39962934935647 11.99385998245716)), ((48.3996285479957 11.99377173778057, 48.39960005516818 11.99377696808815, 48.39960023324835 11.99381720122337, 48.39962819183535 11.99381478723526, 48.3996285479957 11.99377173778057)))",pvmodule
1971,1971,7975,925,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39963567120258 11.99383396502972, 48.3996273014345 11.99383342858791, 48.3996273014345 11.99384268220902, 48.39963584928275 11.99384281631947, 48.39963567120258 11.99383396502972)), ((48.39966186679589 11.99377757158518, 48.39966222295623 11.99378199723005, 48.39965972983382 11.99378199723005, 48.39965955175365 11.99378038790464, 48.39965875039287 11.99378011968374, 48.39965883943297 11.99377609637022, 48.39966186679589 11.99377757158518)), ((48.39963264383966 11.99376382526398, 48.3996445930192 11.99376925673723, 48.39963675749163 11.99376898851633, 48.39963675749163 11.99376684274912, 48.39963283972784 11.99376657452822, 48.39963264383966 11.99376382526398)))",unknown
1972,1972,7976,925,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39966950643527 11.99383865889549, 48.39963638352327 11.99383316036701, 48.39963647256336 11.99384281631947, 48.3996693283551 11.99384751018524, 48.39966950643527 11.99383865889549)))",ladder
1973,1973,7977,926,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39935036314809 11.99386395643139, 48.39937591778389 11.99386368821049, 48.39938776017608 11.99388568232441, 48.39937244520272 11.99392658601189, 48.39934163717489 11.99392940233135, 48.39934101389109 11.99393811951065, 48.39935098643188 11.99393758306885, 48.39935588366174 11.99394871423626, 48.39935223299948 11.99396212528133, 48.39934377414792 11.99396279583359, 48.399343952229 11.99398586283112, 48.39932854821509 11.99398626516247, 48.3993277468502 11.99392430613422, 48.39935196587786 11.9939202828207, 48.39935036314809 11.99386395643139)))",shadow
1974,1974,7978,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39927654040433 11.99390542915344, 48.39928001299212 11.99390502682209, 48.3992812595621 11.9939077090311, 48.3992812595621 11.9939077090311, 48.39928134860281 11.99391334167004, 48.39927921162571 11.99391293933868, 48.39927894450357 11.99391012301922, 48.39927680752647 11.99391025712967, 48.39927654040433 11.99390542915344)))",unknown
1975,1975,8003,936,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39974966551868 11.99374458725834, 48.39974708336122 11.99374472136879, 48.3997469943213 11.99374887879276, 48.39974957647878 11.99374914701366, 48.39974966551868 11.99374458725834)))",unknown
1976,1976,7979,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39924704121623 11.99387241116047, 48.39925792199132 11.99387263914823, 48.39925754802033 11.99387549570084, 48.3992489110712 11.99389279594898, 48.39924766450122 11.99389507582664, 48.39924704121623 11.99387241116047)), ((48.39930935190694 11.99391138365745, 48.39931904844055 11.99390998890877, 48.39932412376116 11.99392342677593, 48.39931335873901 11.99392227342606, 48.39930935190694 11.99391138365745)))",shadow
1977,1977,7980,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39929307526467 11.9939041953373, 48.39928176709417 11.99390459766865, 48.39928176709417 11.99391639938831, 48.39929298622395 11.99391559472561, 48.39929307526467 11.9939041953373)))",chimney
1978,1978,7981,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39929423279393 11.9938513558197, 48.39928933555473 11.9938513558197, 48.39929138349112 11.99390298834324, 48.39929574648605 11.99390312245369, 48.39929423279393 11.9938513558197)))",ladder
1979,1979,7982,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39926716441729 11.993905, 48.39922157557243 11.99391036441803, 48.39921623312966 11.99386610796928, 48.39920465783702 11.99386744907379, 48.39920617152914 11.99392203202724, 48.39926716441729 11.99391706994057, 48.39926716441729 11.993905)), ((48.39925131517045 11.99393356552601, 48.39921267150116 11.99393450429916, 48.39921373998971 11.99399673154831, 48.39925273982185 11.99399217179298, 48.39925131517045 11.99393356552601)))",pvmodule
1980,1980,7983,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39932797922402 11.99389252772808, 48.39932121212986 11.99389427116394, 48.39932165733342 11.99391264429569, 48.39932869154972 11.99391170552254, 48.39932797922402 11.99389252772808)), ((48.39932753402046 11.9938513558197, 48.3993180066642 11.99385175815105, 48.39931827378634 11.99386570563793, 48.39932744497975 11.99386516919613, 48.39932753402046 11.9938513558197)), ((48.39926956851653 11.9938592683363, 48.39926271238166 11.9938592683363, 48.39926271238166 11.99387241116047, 48.39926974659796 11.99387174060822, 48.39926956851653 11.9938592683363)))",window
1981,1981,7984,927,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39932041076344 11.99392913988113, 48.39930972587793 11.99392913988113, 48.39930206837664 11.99394268503666, 48.39930847930795 11.99395502319813, 48.39932103404843 11.99395462086678, 48.39932103404843 11.99394080749035, 48.39932041076344 11.99392913988113)), ((48.39924650697196 11.9938687901783, 48.39923493167932 11.9938687901783, 48.39921712353679 11.99387147238731, 48.3992206851653 11.99389963558197, 48.39923404127219 11.99390768220901, 48.39924739737909 11.99389427116394, 48.39924650697196 11.9938687901783)))",dormer
1982,1982,7985,928,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39982558426804 11.99455179719543, 48.3998214884397 11.99455179719543, 48.39982139939995 11.99456212370014, 48.39981720562789 11.99456207005596, 48.39981738370739 11.99457186011887, 48.39982272609218 11.99457172600841, 48.3998226459564 11.99456587879276, 48.3998251390693 11.99456520824051, 48.39982558426804 11.99455179719543)))",chimney
1983,1983,7986,928,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39978219519958 11.99452485440588, 48.39979184710811 11.99452429114199, 48.39979197176375 11.99452183692074, 48.39980362706656 11.99452069698191, 48.39980362706656 11.99451824276066, 48.39981604811119 11.99451727716541, 48.39981782890612 11.9945592537365, 48.39980613798741 11.99455996452189, 48.39980613798741 11.99456166772461, 48.39979510596282 11.99456298200703, 48.39979523061847 11.99456506071901, 48.39978382462695 11.994567139431, 48.39978219519958 11.99452485440588)), ((48.39980865781223 11.99461960343933, 48.3998220137742 11.99461745767212, 48.3998233493704 11.99467257706737, 48.39978835675004 11.99468317179298, 48.39978728827308 11.99463998822784, 48.3997980620824 11.99463958589649, 48.39979815112216 11.99463583080387, 48.39980896945134 11.99463579057073, 48.39980865781223 11.99461960343933)))",pvmodule
1984,1984,7987,928,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39986884868083 11.99461169092274, 48.39985905430873 11.99461142270184, 48.39985878718949 11.99462550429916, 48.39986920483982 11.99462550429916, 48.39986884868083 11.99461169092274)), ((48.39986706788591 11.99456783680534, 48.39985754063304 11.99456783680534, 48.39985807487151 11.99458111373997, 48.39986751308464 11.99458124785042, 48.39986706788591 11.99456783680534)))",window
1985,1985,7988,928,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39986769116413 11.9945148631773, 48.39986457477301 11.9945151313982, 48.39986475285249 11.99455844907379, 48.39982762327823 11.99455844907379, 48.39982789039747 11.99456381349182, 48.39986795828337 11.99456381349182, 48.39986769116413 11.9945148631773)))",ladder
1986,1986,7989,928,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39984718531052 11.99465263484335, 48.39984593875407 11.9946525007329, 48.39984576067458 11.99465598760462, 48.39984300044244 11.99465598760462, 48.39984300044244 11.99465974269724, 48.39984549355534 11.99465960858679, 48.39984584971432 11.99466631410933, 48.39984665107205 11.99466631410933, 48.39984718531052 11.99465263484335)), ((48.39984129978328 11.99452651737547, 48.39983754230598 11.9945268258295, 48.39983806764049 11.99453783629751, 48.3998416114224 11.99453768877602, 48.39984129978328 11.99452651737547)), ((48.39987141302553 11.99451429991341, 48.3998691068961 11.99451409874773, 48.39987564241349 11.99467689542389, 48.39987820675819 11.9946776732645, 48.39987141302553 11.99451429991341)), ((48.39984543122752 11.99452854244328, 48.39984356139284 11.99452720133877, 48.3998421367569 11.99453055410004, 48.39984356139284 11.99453202931499, 48.39984543122752 11.99452854244328)))",unknown
1987,1987,7990,928,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39981364403803 11.99459197668648, 48.39979298681686 11.99456783680534, 48.39977847333819 11.99457025079346, 48.39977847333819 11.99457025079346, 48.3997731309534 11.99457078723526, 48.39977535694706 11.99459465889549, 48.39977642542402 11.99462966172314, 48.39978274724601 11.99462939350224, 48.39979494569128 11.99462818650818, 48.39981364403803 11.99459197668648)))",dormer
1988,1988,7992,930,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40008287712649 11.99496455975533, 48.40007653753094 11.99496451952219, 48.40007664437805 11.99496697374344, 48.40007593206394 11.99496724196434, 48.40007611014247 11.99497931190491, 48.40007765052172 11.99497931190491, 48.40007756148246 11.99498199411392, 48.40008093607054 11.99498199411392, 48.40008076689594 11.99497904368401, 48.40008308191679 11.9949787754631, 48.40008287712649 11.99496455975533)))",chimney
1989,1989,7993,930,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40014075264767 11.99499983080387, 48.4001336295066 11.99500090368748, 48.40013416374217 11.99501672872067, 48.40014128688324 11.99501686283112, 48.40014075264767 11.99499983080387)))",window
1990,1990,7994,930,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40014750182382 11.9948815722084, 48.4001473237453 11.99489271678686, 48.40009877953892 11.99489490278721, 48.40009860146039 11.99488402642965, 48.40014750182382 11.9948815722084)), ((48.40010799510267 11.99496520348549, 48.40010861837752 11.99499965646029, 48.40010956219371 11.99499949552775, 48.40011008752536 11.99502340742111, 48.4001056711779 11.99502330013275, 48.40010569788968 11.99500185587168, 48.40010415751043 11.99500050135613, 48.40010340067668 11.99496520348549, 48.40010799510267 11.99496520348549)))",ladder
1991,1991,7995,930,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40012460982922 11.99501549490452, 48.40012452078995 11.9950215298748, 48.40012113729794 11.9950215298748, 48.40012095921942 11.99501576312542, 48.40012460982922 11.99501549490452)), ((48.40007459647499 11.99490260072708, 48.40007139106151 11.99490294941425, 48.40007112394372 11.99490796514511, 48.40006677882767 11.9949089441514, 48.40006652061381 11.9949145365572, 48.40006818564803 11.99491512664318, 48.40006818564803 11.99491898902416, 48.40007497934383 11.99491995461941, 48.40007459647499 11.99490260072708)), ((48.40011795859625 11.99498628564835, 48.40011412100399 11.99498659410238, 48.40011421894718 11.99499379583359, 48.40011769147846 11.99499325939179, 48.40011795859625 11.99498628564835)), ((48.40013333567703 11.99501616545677, 48.40013333567703 11.99502139576435, 48.40012941794944 11.9950215298748, 48.4001295069887 11.99501643367767, 48.40013333567703 11.99501616545677)), ((48.40011363128804 11.99494902976513, 48.40010588487213 11.99494996853828, 48.40010606295066 11.99495612420797, 48.40010170002676 11.99495694228172, 48.40010170002676 11.99496431835651, 48.40010909028562 11.99496417083502, 48.40010909028562 11.9949610997057, 48.40011407648436 11.99496081807375, 48.40011363128804 11.99494902976513)), ((48.40009641109452 11.99492955692768, 48.40008910987492 11.99492969103813, 48.40008955507123 11.99494511373997, 48.4000966782123 11.99494538196087, 48.40009641109452 11.99492955692768)), ((48.40009872611536 11.99498279877663, 48.40009204817061 11.99498346932888, 48.40009249336693 11.99500667043686, 48.40009943842946 11.99500653632641, 48.40009872611536 11.99498279877663)))",unknown
1992,1992,8031,946,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40004015702337 11.99386981620407, 48.40004074468355 11.99387294097757, 48.40003940909224 11.9938766960702, 48.40003593655482 11.99387629373884, 48.4000358475154 11.99386958821631, 48.40004015702337 11.99386981620407)))",shadow
1993,1993,8032,946,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40004683497994 11.99381965889549, 48.40002991748997 11.99381965889549, 48.40003169827839 11.99386927976227, 48.40004950616257 11.99386927976227, 48.40004683497994 11.99381965889549)))",dormer
1994,1994,7996,930,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40009918911953 11.99498601742745, 48.40010115688725 11.99498977252007, 48.40010346300417 11.99499795325756, 48.40010373902589 11.99500291534424, 48.40010373902589 11.99500291534424, 48.40009963431584 11.99500345178604, 48.40009918911953 11.99498601742745)), ((48.40008312643642 11.99496505596399, 48.40008944822412 11.9949655924058, 48.40008980438117 11.99497068860292, 48.4000933659517 11.99497082271338, 48.40009327691244 11.99497846700907, 48.40009879734677 11.99497860111952, 48.40009870830751 11.99498155154943, 48.400083660672 11.99498155154943, 48.40008357163273 11.9949838314271, 48.40007867447326 11.994984099648, 48.40007867447326 11.99498222210169, 48.40008107853336 11.99498222210169, 48.4000809894941 11.99497953989267, 48.40008321547568 11.99497900345087, 48.40008312643642 11.99496505596399)), ((48.40007591425609 11.99496519007444, 48.40007582521682 11.99497900345087, 48.40007261980335 11.99497913756132, 48.40007244172482 11.99496519007444, 48.40007591425609 11.99496519007444)), ((48.40007523755769 11.99491106309652, 48.40008074908809 11.99491087534189, 48.40008306410893 11.99490758963585, 48.40008537022586 11.99490701296091, 48.40008831742547 11.9949085552311, 48.40008844208045 11.9949145365572, 48.40008703526009 11.99491666891337, 48.40008703526009 11.99491666891337, 48.40008152372968 11.9949172455883, 48.40008152372968 11.9949172455883, 48.40008100730196 11.99491570331812, 48.40007523755769 11.99491609223843, 48.40007523755769 11.99491106309652)))",shadow
1995,1995,7997,931,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39989931524786 11.99469877433205, 48.3999026097131 11.99470199298286, 48.39990278779231 11.9947076256218, 48.39991178079202 11.99470775973225, 48.39991115751481 11.99471003960991, 48.39989949332706 11.99471076380634, 48.39989931524786 11.99469877433205)), ((48.39992282170257 11.9946752245369, 48.39989753445583 11.99467704843903, 48.39989771253504 11.9946806694212, 48.39991186983162 11.99468053531075, 48.39991204791082 11.99467785310173, 48.39991926011852 11.99467865776444, 48.39991881492051 11.99468885015869, 48.39992291074217 11.99468898426914, 48.39992282170257 11.9946752245369)))",shadow
1996,1996,7998,932,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39967053424013 11.99515333771133, 48.39969607982223 11.99520315974379, 48.39969238466134 11.99520755856657, 48.39969022989283 11.99520617722893, 48.39968915250857 11.99519991427088, 48.39968976688472 11.99519713818455, 48.39968647240394 11.99519158601189, 48.39968313340314 11.99519188105488, 48.3996804622025 11.99518598019504, 48.39968251012299 11.99517967700386, 48.39967746155378 11.99517047702694, 48.39967023150405 11.99517164378786, 48.39966453294269 11.99517024903917, 48.39966484458277 11.99515866189623, 48.39967053424013 11.99515333771133)))",tree
1997,1997,7999,934,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39964613501207 11.99333916744185, 48.39963918988809 11.99333943566275, 48.39963936796819 11.99333702167463, 48.39963714196691 11.99333675345373, 48.39963714196691 11.99334466597033, 48.39964417613095 11.99334480008078, 48.39964408709089 11.99334265431357, 48.39964631309217 11.99334238609266, 48.39964613501207 11.99333916744185)), ((48.39966510944694 11.99336734404755, 48.39967664903755 11.99339529266548, 48.39967433399622 11.99339609732819, 48.3996587519873 11.99339582910729, 48.39965830678704 11.99339837720585, 48.39965127262301 11.99339864542675, 48.39965109454291 11.99339676788044, 48.39965394382454 11.99339609732819, 48.39965385478449 11.99339475622368, 48.39965269726383 11.99339462211323, 48.39965278630388 11.99339341511917, 48.39966632039163 11.99339328100872, 48.39966510944694 11.99336734404755)), ((48.39967615041326 11.99330055704308, 48.39968505441836 11.99330055704308, 48.39967793121428 11.99333006134224, 48.39967615041326 11.99330055704308)))",shadow
1998,1998,8000,934,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39966475328674 11.99336519828034, 48.39966635600765 11.99339309325409, 48.39964142479337 11.99339309325409, 48.39964089055307 11.99336694171619, 48.39966475328674 11.99336519828034)), ((48.39961204157654 11.99330055704308, 48.39961382237755 11.99333676686478, 48.39967704081377 11.99332872023773, 48.39967526001276 11.99329385152054, 48.39961204157654 11.99330055704308)))",dormer
1999,1999,8001,934,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39961359977743 11.99329126318884, 48.39960326222751 11.99329220196199, 48.39960362729172 11.99330051680994, 48.39961359977743 11.99329971214724, 48.39961359977743 11.99329126318884)))",unknown
2000,2000,8004,937,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39946191733578 11.99335757729816, 48.39946912069941 11.99335804668474, 48.39946902275504 11.99336512771654, 48.39946807892742 11.99336512771654, 48.39946797207901 11.99337833759594, 48.39946222897698 11.9933780291419, 48.39946191733578 11.99335757729816)), ((48.39946829262423 11.99338148919153, 48.39946505155581 11.99338148919153, 48.39946525634859 11.99338997838306, 48.39946818577583 11.99338997838306, 48.39946829262423 11.99338148919153)))",unknown
2001,2001,8005,938,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39981920562828 11.99425336453342, 48.39982365761542 11.99425363275433, 48.39982356857568 11.99428072306538, 48.3998188494693 11.99428112539673, 48.39981920562828 11.99425336453342)))",ladder
2002,2002,8006,938,2021-06-10 08:03:34,"MULTIPOLYGON (((48.39977726790934 11.99431823375845, 48.39978944854618 11.9943175632062, 48.39978929717861 11.99432276669168, 48.39977786447562 11.99432367864275, 48.39977726790934 11.99431823375845)))",unknown
