,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
988,988,1084,2020-12-12 13:10:56,1,"MULTIPOLYGON (((48.40917429601573 11.99233051623612, 48.4092205881545 11.99255179847985, 48.40914313782167 11.99257862057, 48.40907191902075 11.99262958254129, 48.4090274072195 11.9924163469246, 48.40909684561242 11.99235733832627, 48.40917429601573 11.99233051623612)))","MULTILINESTRING ((48.40909684561242 11.99235733832627, 48.40914313782167 11.99257862057))","MULTILINESTRING ((48.40917429601573 11.99233051623612, 48.4092205881545 11.99255179847985), (48.4090274072195 11.9924163469246, 48.40907191902075 11.99262958254129))",Gabled,Residential,25.0
989,989,1086,2020-12-12 13:31:36,1,"MULTIPOLYGON (((48.40929669968494 11.99262987491945, 48.40931183362159 11.99271570560792, 48.40933230894048 11.99280958292344, 48.40927928625759 11.99283510446548, 48.40928106672157 11.99284583330154, 48.40923349319494 11.99286859152177, 48.40923082249645 11.99285786268571, 48.40919165223582 11.99287932035783, 48.4091720670942 11.99278678414682, 48.40915426241342 11.99270631787637, 48.40929669968494 11.99262987491945)))","MULTILINESTRING ((48.40931183362159 11.99271570560792, 48.4091720670942 11.99278678414682))","MULTILINESTRING ((48.40929669968494 11.99262987491945, 48.40915426241342 11.99270631787637), (48.40933230894048 11.99280958292344, 48.40927928625759 11.99283510446548))",Gabled,Residential,30.0
990,990,1088,2020-12-12 13:50:05,1,"MULTIPOLYGON (((48.40967945122312 11.99342284142255, 48.40969280459636 11.99350196658849, 48.40971149931303 11.99359718500851, 48.40955838047904 11.99366558133839, 48.40953968570611 11.99357036291837, 48.40953167365847 11.99353012978314, 48.40960289181552 11.99349928437947, 48.4095957627506 11.99346274137497, 48.40967945122312 11.99342284142255)))","MULTILINESTRING ((48.40969280459636 11.99350196658849, 48.40953968570611 11.99357036291837))","MULTILINESTRING ((48.40971149931303 11.99359718500851, 48.40955838047904 11.99366558133839), (48.40967945122312 11.99342284142255, 48.4095957627506 11.99346274137497))",Gabled,Residential,30.0
991,991,1091,2020-12-12 14:00:37,1,"MULTIPOLYGON (((48.40898131139545 11.98944415179691, 48.40901068921525 11.98961044875583, 48.40896617736042 11.98961313096484, 48.40892700689594 11.9896412941595, 48.40889495831166 11.98947499720058, 48.40893679951489 11.98944683400592, 48.40898131139545 11.98944415179691)))","MULTILINESTRING ((48.40893679951489 11.98944683400592, 48.40896617736042 11.98961313096484))","MULTILINESTRING ((48.40898131139545 11.98944415179691, 48.40901068921525 11.98961044875583), (48.40889495831166 11.98947499720058, 48.40892700689594 11.9896412941595))",Gabled,Residential,30.0
992,992,1093,2020-12-12 14:02:29,1,"MULTIPOLYGON (((48.41011282467633 11.99394948072671, 48.41014220184247 11.99393070526361, 48.41015288444414 11.99398032613038, 48.41012350728416 11.99399239607095, 48.41011282467633 11.99394948072671)))","MULTILINESTRING ((48.41012795837009 11.99394009299516, 48.4101377507578 11.99398569054841))","MULTILINESTRING ((48.41014220184247 11.99393070526361, 48.41015288444414 11.99398032613038), (48.41011282467633 11.99394948072671, 48.41012350728416 11.99399239607095))",Gabled,Unknown,15.0
993,993,1096,2020-12-12 14:11:32,1,"MULTIPOLYGON (((48.4089901705597 11.98949194585845, 48.40902934097554 11.98947585260436, 48.40902310932049 11.98943025505111, 48.40913794969796 11.98938599860237, 48.40914952274489 11.98946244155929, 48.40916643719333 11.98955765997932, 48.40905070664419 11.98960325753257, 48.40904447499175 11.9895724121289, 48.40900797529792 11.98958850538299, 48.4089901705597 11.98949194585845)))","MULTILINESTRING ((48.40914952274489 11.98946244155929, 48.40903290192091 11.98950669800804, 48.40904447499175 11.9895724121289), (48.40899907292958 11.98953754341171, 48.40903557262983 11.98952010905311), (48.40903290192091 11.98950669800804, 48.40902934097554 11.98947585260436))","MULTILINESTRING ((48.40916643719333 11.98955765997932, 48.40905070664419 11.98960325753257), (48.40913794969796 11.98938599860237, 48.40902310932049 11.98943025505111), (48.40902934097554 11.98947585260436, 48.4089901705597 11.98949194585845), (48.40904447499175 11.9895724121289, 48.40900797529792 11.98958850538299))",Gabled,Residential,30.0
994,994,1098,2020-12-12 14:13:59,1,"MULTIPOLYGON (((48.40832733188912 11.98719449634494, 48.4084047834644 11.98722131843509, 48.40839499074302 11.98725350494327, 48.40839142975292 11.98731519575061, 48.40831397815732 11.98728837366046, 48.40831664890394 11.98723070616664, 48.40832733188912 11.98719449634494)))","MULTILINESTRING ((48.40839499074302 11.98725350494327, 48.40831664890394 11.98723070616664))","MULTILINESTRING ((48.4084047834644 11.98722131843509, 48.40832733188912 11.98719449634494), (48.40839142975292 11.98731519575061, 48.40831397815732 11.98728837366046))",Gabled,Residential,30.0
995,995,1101,2020-12-12 14:21:15,1,"MULTIPOLYGON (((48.40785420856641 11.98729659346482, 48.40784797676738 11.98737169531724, 48.40784886702443 11.98748032478234, 48.40772245036684 11.98746959594628, 48.40772156010755 11.98736364869019, 48.4077277919221 11.98728452352425, 48.40785420856641 11.98729659346482)))","MULTILINESTRING ((48.40784797676738 11.98737169531724, 48.40772156010755 11.98736364869019))","MULTILINESTRING ((48.40784886702443 11.98748032478234, 48.40772245036684 11.98746959594628), (48.40785420856641 11.98729659346482, 48.4077277919221 11.98728452352425))",Gabled,Residential,25.0
996,996,1103,2020-12-12 14:24:22,6,"MULTIPOLYGON (((48.39554754380808 11.99292866708314, 48.39541575372704 11.99287904621636, 48.3954059585047 11.99293671371018, 48.39539527280541 11.99300242783105, 48.39552528199402 11.99305070759332, 48.39553418672082 11.99298633457696, 48.39554754380808 11.99292866708314)))","MULTILINESTRING ((48.39553418672082 11.99298633457696, 48.3954059585047 11.99293671371018))","MULTILINESTRING ((48.39552528199402 11.99305070759332, 48.39539527280541 11.99300242783105), (48.39554754380808 11.99292866708314, 48.39541575372704 11.99287904621636))",Gabled,Residential,25.0
997,997,1105,2020-12-12 14:27:16,6,"MULTIPOLYGON (((48.395575148444 11.9927771222738, 48.39544424890862 11.99272481919801, 48.39543356321744 11.99276773454224, 48.39542643942202 11.99281735540902, 48.39555733900319 11.99286563517129, 48.39556268183606 11.99281601430451, 48.395575148444 11.9927771222738)))","MULTILINESTRING ((48.39556268183606 11.99281601430451, 48.39543356321744 11.99276773454224))","MULTILINESTRING ((48.39555733900319 11.99286563517129, 48.39542643942202 11.99281735540902), (48.39544424890862 11.99272481919801, 48.395575148444 11.9927771222738))",Gabled,Residential,30.0
998,998,1107,2020-12-12 14:28:46,1,"MULTIPOLYGON (((48.4076508373766 11.98722409408584, 48.40765261789757 11.98730590146079, 48.40765261789757 11.98740514319434, 48.40752174943852 11.98740648429885, 48.40752263970127 11.98730456035629, 48.40752085917571 11.98722945850387, 48.40755557941258 11.98722811739936, 48.40755646967474 11.98721872966781, 48.40757872622397 11.98721470635429, 48.40760365354755 11.98722007077232, 48.40760187302486 11.98722543519035, 48.4076508373766 11.98722409408584)))","MULTILINESTRING ((48.40765261789757 11.98730590146079, 48.40752263970127 11.98730456035629), (48.40760365354755 11.98722007077232, 48.40760276328621 11.98726164501205, 48.40757872622397 11.98729517262473, 48.40755735993688 11.98726700943008, 48.40755557941258 11.98722811739936), (48.40757872622397 11.98721470635429, 48.40757872622397 11.98729517262473))","MULTILINESTRING ((48.40765261789757 11.98740514319434, 48.40752174943852 11.98740648429885), (48.40755557941258 11.98722811739936, 48.40752085917571 11.98722945850387), (48.40755557941258 11.98722811739936, 48.40755646967474 11.98721872966781), (48.40760365354755 11.98722007077232, 48.40760365354755 11.98722007077232))",Complex,Residential,25.0
999,999,1109,2020-12-12 14:33:00,6,"MULTIPOLYGON (((48.39560453400767 11.99256790997064, 48.3954458705367 11.99250251054764, 48.39543162294834 11.99256017804146, 48.39541737535602 11.9926406443119, 48.39549322496472 11.99266581059968, 48.39547897738962 11.99273823024308, 48.39551103442793 11.9927409124521, 48.39554293212611 11.99276268482208, 48.39555539873884 11.9926929473877, 48.39558049127501 11.99270067931687, 48.39559101761557 11.99262857437134, 48.39560453400767 11.99256790997064)))","MULTILINESTRING ((48.39559101761557 11.99262857437134, 48.39543162294834 11.99256017804146), (48.39552973435764 11.99264703513657, 48.39551103442793 11.9927409124521), (48.39552973435764 11.99264703513657, 48.3955422009736 11.99268592716729), (48.3955422009736 11.99268592716729, 48.39555539873884 11.9926929473877), (48.39552973435764 11.99264703513657, 48.39550480111651 11.99266849280869), (48.39550480111651 11.99266849280869, 48.39549322496472 11.99266581059968))","MULTILINESTRING ((48.39555539873884 11.9926929473877, 48.39554293212611 11.99276268482208), (48.39549322496472 11.99266581059968, 48.39547897738962 11.99273823024308), (48.39549322496472 11.99266581059968, 48.39541737535602 11.9926406443119), (48.3954458705367 11.99250251054764, 48.39560453400767 11.99256790997064))",Gabled,Residential,45.0
1000,1000,1111,2020-12-12 14:40:22,6,"MULTIPOLYGON (((48.39560099909764 11.99210319694537, 48.39565175594393 11.99209515031833, 48.39565175594393 11.99209112700481, 48.39570785555724 11.99206698712367, 48.39577018838833 11.99206028160114, 48.39581560226007 11.9924492019083, 48.39575326948459 11.99245590743083, 48.39569627945162 11.99248138841647, 48.39566600347062 11.99223194297809, 48.39561969899427 11.99224401291866, 48.39560882704458 11.99216857552528, 48.39560099909764 11.99210319694537)))","MULTILINESTRING ((48.39570785555724 11.99206698712367, 48.39575326948459 11.99245590743083), (48.39568648428327 11.99214879449863, 48.39560882704458 11.99216857552528), (48.39568648428327 11.99214879449863, 48.39566333205967 11.99220243867892), (48.39566333205967 11.99220243867892, 48.39566600347062 11.99223194297809), (48.39568648428327 11.99214879449863, 48.39565442735549 11.99211929019946), (48.39565442735549 11.99211929019946, 48.39565175594393 11.99209515031833))","MULTILINESTRING ((48.39577018838833 11.99206028160114, 48.39581560226007 11.9924492019083), (48.39566600347062 11.99223194297809, 48.39569627945162 11.99248138841647), (48.39566600347062 11.99223194297809, 48.39561969899427 11.99224401291866), (48.39565175594393 11.99209515031833, 48.39560099909764 11.99210319694537))",Gabled,Commercial,30.0
1001,1001,1078,2020-12-12 12:51:22,1,"MULTIPOLYGON (((48.40929285976168 11.98627065815371, 48.40930621323644 11.98634307779712, 48.40932134717024 11.98643159069461, 48.40920739744021 11.98647852935237, 48.40918959277182 11.98639001645488, 48.40917623926646 11.986321620125, 48.40929285976168 11.98627065815371)))",,"MULTILINESTRING ((48.40930621323644 11.98634307779712, 48.40918959277182 11.98639001645488), (48.40932134717024 11.98643159069461, 48.40920739744021 11.98647852935237), (48.40929285976168 11.98627065815371, 48.40917623926646 11.986321620125))",Gabled,Residential,30.0
1002,1002,1080,2020-12-12 12:58:56,1,"MULTIPOLYGON (((48.40906577433259 11.98602427858293, 48.40907556692481 11.98608731049478, 48.40908446927973 11.98614631909311, 48.40909960327954 11.98623214978158, 48.40900612850283 11.98627238291681, 48.4089927749493 11.98627238291681, 48.40897853115494 11.98619191664636, 48.40896681386387 11.98612153530121, 48.40902304299898 11.98609938043535, 48.40902393323547 11.98611010927141, 48.40903803281198 11.9861014187336, 48.40902749418124 11.98603903073251, 48.40904529890638 11.98602561968744, 48.40906577433259 11.98602427858293)))","MULTILINESTRING ((48.40907556692481 11.98608731049478, 48.40903803281198 11.9861014187336), (48.40904529890638 11.98602561968744, 48.40905776221026 11.98609267491281), (48.40908446927973 11.98614631909311, 48.40897853115494 11.98619191664636))","MULTILINESTRING ((48.40909960327954 11.98623214978158, 48.40900612850283 11.98627238291681), (48.40906577433259 11.98602427858293, 48.40907556692481 11.98608731049478), (48.40902749418124 11.98603903073251, 48.40903803281198 11.9861014187336), (48.40902304299898 11.98609938043535, 48.40896681386387 11.98612153530121))",Gabled,Residential,30.0
1003,1003,1081,2020-12-12 13:02:52,1,"MULTIPOLYGON (((48.40900523826606 11.98568095582902, 48.40902482347195 11.98572789448678, 48.40905331103066 11.98578824418962, 48.40902571370839 11.98581908959329, 48.40904529890639 11.98586602825105, 48.40895449474299 11.98596258777559, 48.40891874101748 11.98588281869888, 48.40891888522291 11.98588346260965, 48.40889306830525 11.98582579511583, 48.4089722994937 11.98574532884538, 48.40896236267629 11.98572590947151, 48.40900523826606 11.98568095582902)))","MULTILINESTRING ((48.40891874101748 11.98588281869888, 48.40901325039666 11.98578958529413), (48.40902571370839 11.98581908959329, 48.40901325039666 11.98578958529413, 48.4089972261342 11.98575605768144), (48.4089972261342 11.98575605768144, 48.40902482347195 11.98572789448678))","MULTILINESTRING ((48.40905331103066 11.98578824418962, 48.40902571370839 11.98581908959329), (48.40904529890639 11.98586602825105, 48.40895449474299 11.98596258777559), (48.4089722994937 11.98574532884538, 48.40889306830525 11.98582579511583))",Gabled,Residential,30.0
1004,1004,1083,2020-12-12 13:07:13,1,"MULTIPOLYGON (((48.40894025093795 11.98625628966272, 48.40895627521837 11.98634077924669, 48.40892778760528 11.98634480256021, 48.40890019021487 11.98636760133684, 48.40888327567789 11.98628177064836, 48.40891176331591 11.98625628966272, 48.40894025093795 11.98625628966272)))","MULTILINESTRING ((48.40891176331591 11.98625628966272, 48.40892778760528 11.98634480256021))","MULTILINESTRING ((48.40894025093795 11.98625628966272, 48.40895627521837 11.98634077924669), (48.40888327567789 11.98628177064836, 48.40890019021487 11.98636760133684))",Gabled,Residential,30.0
1005,1005,1085,2020-12-12 13:12:48,1,"MULTIPOLYGON (((48.40889128782769 11.98632602709711, 48.4089233364143 11.98651512283265, 48.40887259280953 11.98651244062364, 48.40882808083381 11.98655133265436, 48.40879410750041 11.98636159300804, 48.40883787347181 11.98632602709711, 48.40889128782769 11.98632602709711)))","MULTILINESTRING ((48.40883787347181 11.98632602709711, 48.40887259280953 11.98651244062364))","MULTILINESTRING ((48.40889128782769 11.98632602709711, 48.4089233364143 11.98651512283265), (48.40879410750041 11.98636159300804, 48.40882808083381 11.98655133265436))",Gabled,Residential,30.0
1006,1006,1087,2020-12-12 13:39:56,1,"MULTIPOLYGON (((48.4086785054335 11.9863394468108, 48.40867939567602 11.98639711430462, 48.40868740785796 11.98639845540913, 48.40868651761556 11.98653122475537, 48.40863132255797 11.98651647260579, 48.40858445543089 11.98653057217598, 48.40858324939443 11.98644807627591, 48.40857968841754 11.98644405296239, 48.40857879817329 11.98639577320012, 48.40858324939443 11.98639577320012, 48.40858146890603 11.98634078791531, 48.408626871341 11.98632737687024, 48.4086785054335 11.9863394468108)))","MULTILINESTRING ((48.408626871341 11.98632737687024, 48.40863132255797 11.98651647260579))","MULTILINESTRING ((48.40868740785796 11.98639845540913, 48.40868651761556 11.98653122475537), (48.40858324939443 11.98644807627591, 48.40858445543089 11.98653057217598))",Gabled,Residential,30.0
1007,1007,1089,2020-12-12 13:50:27,1,"MULTIPOLYGON (((48.40863395585529 11.98654278718307, 48.40870072405912 11.98654144607856, 48.40870250454335 11.98662459455802, 48.40863395585529 11.98662727676703, 48.40863395585529 11.98654278718307)))",,,Flat,Residential,
1008,1008,1090,2020-12-12 13:57:39,1,"MULTIPOLYGON (((48.4086509574527 11.98682715108589, 48.40867499400814 11.98704306891159, 48.40863119037398 11.98704648474444, 48.40859042089238 11.98706050327019, 48.40856531232339 11.98684800127734, 48.40856887330126 11.98683727244128, 48.40855997085607 11.9867675350069, 48.4085884586752 11.98676351169337, 48.40861516599115 11.98676619390239, 48.40862228793969 11.98682520250072, 48.4086509574527 11.98682715108589)))","MULTILINESTRING ((48.40856887330126 11.98683727244128, 48.4085955806275 11.98683056691875, 48.4085884586752 11.98676351169337), (48.40863119037398 11.98704648474444, 48.40860715379784 11.98682788470973, 48.4085955806275 11.98683056691875), (48.40862228793969 11.98682520250072, 48.40860715379784 11.98682788470973))","MULTILINESTRING ((48.4086509574527 11.98682715108589, 48.40867499400814 11.98704306891159), (48.40856531232339 11.98684800127734, 48.40859042089238 11.98706050327019), (48.40855997085607 11.9867675350069, 48.40856887330126 11.98683727244128), (48.40861516599115 11.98676619390239, 48.40862228793969 11.98682520250072))",Gabled,Residential,30.0
1009,1009,1092,2020-12-12 14:01:42,1,"MULTIPOLYGON (((48.40868599924922 11.98710916591806, 48.40869401143011 11.98717622114343, 48.40870202360974 11.9872432763688, 48.40861121883341 11.98726339293641, 48.40860320663946 11.98719901992006, 48.40859519444426 11.98713732911271, 48.40868599924922 11.98710916591806)))","MULTILINESTRING ((48.40869401143011 11.98717622114343, 48.40860320663946 11.98719901992006))","MULTILINESTRING ((48.40870202360974 11.9872432763688, 48.40861121883341 11.98726339293641), (48.40868599924922 11.98710916591806, 48.40859519444426 11.98713732911271))",Gabled,Residential,25.0
1010,1010,1094,2020-12-12 14:05:12,1,"MULTIPOLYGON (((48.40847787935027 11.98682500890929, 48.40850903795193 11.98709859422881, 48.40847609885817 11.98710127643783, 48.40842179381921 11.98712675742347, 48.40841111085387 11.98702617458541, 48.40843336702907 11.98701544574935, 48.40841378159541 11.9868437843724, 48.40844494023633 11.98683037332732, 48.40847787935027 11.98682500890929)))","MULTILINESTRING ((48.40844494023633 11.98683037332732, 48.40847609885817 11.98710127643783))","MULTILINESTRING ((48.40847787935027 11.98682500890929, 48.40850903795193 11.98709859422881), (48.40841378159541 11.9868437843724, 48.40843336702907 11.98701544574935))",Gabled,Residential,25.0
1011,1011,1095,2020-12-12 14:06:59,1,"MULTIPOLYGON (((48.40853227857917 11.987220963209, 48.4085474127433 11.98736714360031, 48.40849755900913 11.98737921354088, 48.40849488827197 11.98735239145073, 48.40847441261592 11.98735641476425, 48.40846071134089 11.98724269866943, 48.40853227857917 11.987220963209)))",,,Flat,Unknown,
1012,1012,1097,2020-12-12 14:12:16,1,"MULTIPOLYGON (((48.40840942460947 11.98701443311485, 48.40842455881017 11.98714317914757, 48.40839161966171 11.98714720246109, 48.40835779024376 11.98716061350617, 48.40834176577479 11.98702516195091, 48.40837826594678 11.98701711532387, 48.40840942460947 11.98701443311485)))","MULTILINESTRING ((48.40837826594678 11.98701711532387, 48.40839161966171 11.98714720246109))","MULTILINESTRING ((48.40840942460947 11.98701443311485, 48.40842455881017 11.98714317914757), (48.40834176577479 11.98702516195091, 48.40835779024376 11.98716061350617))",Gabled,Unknown,15.0
1013,1013,1099,2020-12-12 14:14:31,1,"MULTIPOLYGON (((48.4081624884399 11.98694027958254, 48.40826486726571 11.98690138755182, 48.40828445275675 11.98703281579355, 48.40817894759537 11.98706969618797, 48.4081624884399 11.98694027958254)))",,,Flat,Unknown,
1014,1014,1102,2020-12-12 14:22:15,6,"MULTIPOLYGON (((48.39526737176804 11.99197130794717, 48.39511599040678 11.99201690550042, 48.39513112856319 11.99215772147371, 48.39515339054971 11.99231999511911, 48.39530566227627 11.99227976198388, 48.39528469446085 11.99211895465851, 48.39526737176804 11.99197130794717)))","MULTILINESTRING ((48.39528469446085 11.99211895465851, 48.39513112856319 11.99215772147371))","MULTILINESTRING ((48.39530566227627 11.99227976198388, 48.39515339054971 11.99231999511911), (48.39526737176804 11.99197130794717, 48.39511599040678 11.99201690550042))",Gabled,Residential,15.0
1015,1015,1104,2020-12-12 14:24:58,1,"MULTIPOLYGON (((48.40779444385459 11.98664261353449, 48.40780512694943 11.98669357550577, 48.40782293210255 11.98675660741762, 48.40777485817487 11.98678745282129, 48.40780601720725 11.98691217554049, 48.40777040688295 11.98692290437655, 48.40773835756977 11.98694436204867, 48.40770274719811 11.98697252524332, 48.40764309976968 11.98674721968607, 48.4076733686227 11.98671771538691, 48.40771164979336 11.9866989399238, 48.40773746731078 11.98668955219225, 48.40773568679276 11.98668150556521, 48.40779444385459 11.98664261353449)))","MULTILINESTRING ((48.40773746731078 11.98668955219225, 48.40774636989997 11.98668955219225, 48.40772767446088 11.98673783195452, 48.40780512694943 11.98669357550577), (48.40772767446088 11.98673783195452, 48.40776862636609 11.98676599514918, 48.40777485817487 11.98678745282129), (48.40771164979336 11.9866989399238, 48.40769562512078 11.98672039759592, 48.4076733686227 11.98671771538691), (48.40769562512078 11.98672039759592, 48.40774636989997 11.9869148577495), (48.40773835756977 11.98694436204867, 48.40774636989997 11.9869148577495, 48.40777040688295 11.98692290437655))","MULTILINESTRING ((48.40777485817487 11.98678745282129, 48.40780601720725 11.98691217554049), (48.40764309976968 11.98674721968607, 48.40770274719811 11.98697252524332), (48.40777485817487 11.98678745282129, 48.40782293210255 11.98675660741762), (48.40779444385459 11.98664261353449, 48.40773568679276 11.98668150556521), (48.40771164979336 11.9866989399238, 48.4076733686227 11.98671771538691), (48.40777040688295 11.98692290437655, 48.40773835756977 11.98694436204867))",Complex,Residential,25.0
1016,1016,1878,2020-12-22 16:15:39,1,"MULTIPOLYGON (((48.40416564142679 11.98939024368953, 48.40419680267048 11.98936476270389, 48.40422351229273 11.98943718234729, 48.4041923510654 11.98946266333293, 48.40416564142679 11.98939024368953)))",,,Flat,Residential,
1017,1017,1108,2020-12-12 14:30:18,1,"MULTIPOLYGON (((48.40756609216538 11.98610751283602, 48.40766491115089 11.98611824167208, 48.40765778906827 11.9861759091659, 48.40765778906827 11.98624430549578, 48.40755665815223 11.98623418807983, 48.40755807980679 11.98616518032984, 48.40756609216538 11.98610751283602)))","MULTILINESTRING ((48.40755807980679 11.98616518032984, 48.40765778906827 11.9861759091659))","MULTILINESTRING ((48.40765778906827 11.98624430549578, 48.40755665815223 11.98623418807983), (48.40766491115089 11.98611824167208, 48.40756609216538 11.98610751283602))",Gabled,Residential,25.0
1018,1018,1110,2020-12-12 14:33:32,1,"MULTIPOLYGON (((48.40762546494566 11.98754998248115, 48.40765859306749 11.98775097727776, 48.40759875710996 11.9877578536798, 48.407545529874 11.98778584599495, 48.40751240167854 11.98758887451186, 48.40756670768862 11.98755668800369, 48.40762546494566 11.98754998248115)))","MULTILINESTRING ((48.40756670768862 11.98755668800369, 48.40759875710996 11.9877578536798))","MULTILINESTRING ((48.40762546494566 11.98754998248115, 48.40765859306749 11.98775097727776), (48.40751240167854 11.98758887451186, 48.407545529874 11.98778584599495))",Gabled,Residential,30.0
1019,1019,1112,2020-12-12 14:42:20,6,"MULTIPOLYGON (((48.39593382449801 11.99229592437767, 48.39589998679369 11.99229458327316, 48.39585457299732 11.99231738204979, 48.39587327280074 11.99245819802307, 48.39591779611457 11.99243674035095, 48.39594807194573 11.99243405814193, 48.39593382449801 11.99229592437767)))","MULTILINESTRING ((48.39589998679369 11.99229458327316, 48.39591779611457 11.99243674035095))","MULTILINESTRING ((48.39593382449801 11.99229592437767, 48.39594807194573 11.99243405814193), (48.39585457299732 11.99231738204979, 48.39587327280074 11.99245819802307))",Gabled,Commercial,45.0
1020,1020,1114,2020-12-12 14:44:42,1,"MULTIPOLYGON (((48.40755585415141 11.98623357665972, 48.40765645367767 11.98624698770479, 48.40765289263589 11.98628319752649, 48.40765200237541 11.98635829937891, 48.40755140284033 11.98634086502032, 48.40755318336481 11.98627380979494, 48.40755585415141 11.98623357665972)))","MULTILINESTRING ((48.40765289263589 11.98628319752649, 48.40755318336481 11.98627380979494))","MULTILINESTRING ((48.40765645367767 11.98624698770479, 48.40755585415141 11.98623357665972), (48.40765200237541 11.98635829937891, 48.40755140284033 11.98634086502032))",Gabled,Residential,25.0
1021,1021,1115,2020-12-12 15:06:34,6,"MULTIPOLYGON (((48.40606992881809 11.99641996985047, 48.40605123276274 11.99630731707184, 48.40598624165971 11.99632475143044, 48.40598268050098 11.99630731707184, 48.40594973977089 11.99632206922142, 48.40596131354336 11.99638778334229, 48.40589988349019 11.9964078999099, 48.40591145727397 11.9964803195533, 48.40591409794034 11.99649631977081, 48.40588385824673 11.99650445943444, 48.40589184066262 11.9965486228466, 48.40590163386602 11.99662104249001, 48.40600045608571 11.99658751487732, 48.4059960046385 11.99655666947365, 48.40608592379657 11.99652582406998, 48.40606992881809 11.99641996985047)))","MULTILINESTRING ((48.40606992881809 11.99641996985047, 48.40591145727397 11.9964803195533), (48.40592125047361 11.99652859931557, 48.40589098057779 11.99654201036064), (48.40591409794034 11.99649631977081, 48.40592125047361 11.99652859931557))","MULTILINESTRING ((48.40600045608571 11.99658751487732, 48.40590163386602 11.99662104249001), (48.40591409794034 11.99649631977081, 48.40588385824673 11.99650445943444), (48.40596131354336 11.99638778334229, 48.40589988349019 11.9964078999099))",Gabled,Residential,15.0
1022,1022,1118,2020-12-12 15:16:23,6,"MULTIPOLYGON (((48.40636013173258 11.9952504336834, 48.4063218495446 11.99526116251945, 48.40628801874983 11.99527993798256, 48.40632123560098 11.9955124358701, 48.40635924144947 11.99549719691277, 48.40639601938415 11.99548963709347, 48.40636013173258 11.9952504336834)))","MULTILINESTRING ((48.4063218495446 11.99526116251945, 48.40635924144947 11.99549719691277))","MULTILINESTRING ((48.40636013173258 11.9952504336834, 48.40639601938415 11.99548963709347), (48.40628801874983 11.99527993798256, 48.40632123560098 11.9955124358701))",Gabled,Residential,45.0
1023,1023,1120,2020-12-12 15:21:02,6,"MULTIPOLYGON (((48.40652421989944 11.99523750944607, 48.40650908513322 11.99519861741536, 48.40640225136113 11.99528713031285, 48.4064156055949 11.99532736344807, 48.40643074038896 11.99536625547879, 48.40644025714902 11.99536040425301, 48.40644826968376 11.9953778386116, 48.4065453102816 11.99529737234116, 48.4065366838212 11.99527640147679, 48.40652421989944 11.99523750944607)))","MULTILINESTRING ((48.40652421989944 11.99523750944607, 48.4064156055949 11.99532736344807))","MULTILINESTRING ((48.40650908513322 11.99519861741536, 48.40640225136113 11.99528713031285), (48.4065453102816 11.99529737234116, 48.40644826968376 11.9953778386116))",Gabled,Residential,30.0
1024,1024,1122,2020-12-12 15:26:14,6,"MULTIPOLYGON (((48.39969312476303 11.98959308679684, 48.39967709756396 11.98959711011036, 48.39966107035985 11.9896038156329, 48.39966908396253 11.9896574598132, 48.39968689196399 11.98964807208164, 48.3997038095596 11.98964538987263, 48.39969312476303 11.98959308679684)))","MULTILINESTRING ((48.39967709756396 11.98959711011036, 48.39968689196399 11.98964807208164))","MULTILINESTRING ((48.39969312476303 11.98959308679684, 48.3997038095596 11.98964538987263), (48.39966107035985 11.9896038156329, 48.39966908396253 11.9896574598132))",Gabled,Residential,45.0
1025,1025,1124,2020-12-12 15:29:26,6,"MULTIPOLYGON (((48.39982190796464 11.99006693534616, 48.3997791688641 11.99008705191377, 48.39973999132373 11.99011655621293, 48.39976314169215 11.99020506911042, 48.39980320961258 11.99017690591577, 48.39984327750145 11.99015813045266, 48.39982190796464 11.99006693534616)))","MULTILINESTRING ((48.3997791688641 11.99008705191377, 48.39980320961258 11.99017690591577))","MULTILINESTRING ((48.39982190796464 11.99006693534616, 48.39984327750145 11.99015813045266), (48.39973999132373 11.99011655621293, 48.39976314169215 11.99020506911042))",Gabled,Residential,25.0
1026,1026,1126,2020-12-12 15:32:41,6,"MULTIPOLYGON (((48.40002185323726 11.9914578785714, 48.39993993691834 11.99148067734802, 48.39994527929098 11.99152627490128, 48.39995151205837 11.99157321355904, 48.40003342835863 11.99155175588692, 48.40002630520732 11.99150481722916, 48.40002185323726 11.9914578785714)))","MULTILINESTRING ((48.40002630520732 11.99150481722916, 48.39994527929098 11.99152627490128))","MULTILINESTRING ((48.40003342835863 11.99155175588692, 48.39995151205837 11.99157321355904), (48.40002185323726 11.9914578785714, 48.39993993691834 11.99148067734802))",Gabled,Residential,15.0
1027,1027,1128,2020-12-12 15:35:55,6,"MULTIPOLYGON (((48.39996978550882 11.99077263547117, 48.39993951207099 11.99069753361876, 48.39991547138694 11.99071765018637, 48.39988647130298 11.99074566364288, 48.39991941595996 11.99081808328629, 48.39994523743299 11.99079260230064, 48.39996978550882 11.99077263547117)))","MULTILINESTRING ((48.39991547138694 11.99071765018637, 48.39994523743299 11.99079260230064))","MULTILINESTRING ((48.39993951207099 11.99069753361876, 48.39996978550882 11.99077263547117), (48.39988647130298 11.99074566364288, 48.39991941595996 11.99081808328629))",Gabled,Residential,45.0
