,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope,image_centroid
771,771,878,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39786024691421 11.99885200611687, 48.39789230247119 11.99891369692421, 48.39792257716389 11.99898611656761, 48.39782730092509 11.99907999388313, 48.39779791666454 11.99901025644875, 48.39776764197183 11.9989472245369, 48.39786024691421 11.99885200611687)))","MULTILINESTRING ((48.39789230247119 11.99891369692421, 48.39779791666454 11.99901025644875))","MULTILINESTRING ((48.39786024691421 11.99885200611687, 48.39776764197183 11.9989472245369), (48.39792257716389 11.99898611656761, 48.39782730092509 11.99907999388313))",Gabled,Residential,30.0,POINT (48.397846 11.998966)
772,772,879,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.3978984799263 11.99901216931152, 48.39791717898944 11.99905106134224, 48.39793854934732 11.999098, 48.39785306791581 11.99918651289749, 48.39783614971582 11.9991342098217, 48.39781566978953 11.99909531779099, 48.3978984799263 11.99901216931152)))","MULTILINESTRING ((48.39791717898944 11.99905106134224, 48.39783614971582 11.9991342098217))","MULTILINESTRING ((48.39793854934732 11.999098, 48.39785306791581 11.99918651289749), (48.3978984799263 11.99901216931152, 48.39781566978953 11.99909531779099))",Gabled,Residential,30.0,POINT (48.397878 11.999098)
773,773,880,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39732178088269 11.99611981960869, 48.39734849412303 11.99615602943039, 48.39735472721244 11.99614798280335, 48.39736541250858 11.99613457175827, 48.39739212574892 11.996176145998, 48.39742418163733 11.99622576686478, 48.39728705367025 11.99643095585442, 48.39725677866453 11.99638133498764, 48.39722739410015 11.99634110185242, 48.39726835440201 11.99628209325409, 48.39723896983763 11.99624186011887, 48.39732178088269 11.99611981960869)))","MULTILINESTRING ((48.39729773896638 11.99632004651165, 48.39730530771782 11.99632769080734, 48.39738963251316 11.9962025657568, 48.39738144045279 11.99618955704308), (48.39729773896638 11.99632004651165, 48.39725677866453 11.99638133498764), (48.39726835440201 11.99628209325409, 48.39728349190487 11.99630086871719, 48.39729773896638 11.99632004651165), (48.39738144045279 11.99618955704308, 48.39739212574892 11.996176145998), (48.39736986471531 11.99617078157997, 48.39728349190487 11.99630086871719), (48.39735472721244 11.99614798280335, 48.39736986471531 11.99617078157997, 48.39738144045279 11.99618955704308, 48.39738144045279 11.99618955704308))","MULTILINESTRING ((48.39726835440201 11.99628209325409, 48.39722739410015 11.99634110185242), (48.39736541250858 11.99613457175827, 48.39735472721244 11.99614798280335), (48.39738963251316 11.9962025657568, 48.39730530771782 11.99632769080734), (48.39732178088269 11.99611981960869, 48.39723896983763 11.99624186011887), (48.39742418163733 11.99622576686478, 48.39728705367025 11.99643095585442))",Gabled,Residential,25.0,POINT (48.39732 11.996266)
774,774,881,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.3969387808961 11.99810049570084, 48.39695569940901 11.99813402331352, 48.3969352191039 11.99815548098564, 48.39691830059099 11.99812731779098, 48.3969387808961 11.99810049570084)))",,,Flat,Residential,0.0,POINT (48.396937 11.99813)
775,775,882,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39961171205101 11.99498527728081, 48.39964643771732 11.99506976686478, 48.39966780735813 11.99513279877663, 48.39955383594049 11.9952360638237, 48.39953068549628 11.99517034970284, 48.39950308304357 11.99509793005943, 48.39954493192349 11.99505903802872, 48.39953958951329 11.99504562698364, 48.39953691830819 11.9950375803566, 48.3995769863847 11.99500405274391, 48.3995823287949 11.99500941716194, 48.39961171205101 11.99498527728081)))","MULTILINESTRING ((48.39964643771732 11.99506976686478, 48.39953068549628 11.99517034970284))","MULTILINESTRING ((48.39966780735813 11.99513279877663, 48.39955383594049 11.9952360638237), (48.3995769863847 11.99500405274391, 48.39953691830819 11.9950375803566))",Gabled,Residential,25.0,POINT (48.399585 11.99511)
776,776,883,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39931091772908 11.99496586623573, 48.39931358894946 11.99496318402672, 48.39931091772908 11.99495379629517, 48.39936701335709 11.9949055165329, 48.39938927352694 11.99496184292221, 48.39940619125601 11.99500341716194, 48.39934564359404 11.99505169692421, 48.39931091772908 11.9950852245369, 48.39932160261061 11.99511472883606, 48.39935009562801 11.99519519510651, 48.39924057559237 11.9952850491085, 48.39921208257497 11.99520324173355, 48.39918537037116 11.99513484540367, 48.3992797534913 11.99505437913322, 48.39926105494862 11.99501146378899, 48.39931091772908 11.99496586623573)))","MULTILINESTRING ((48.3992797534913 11.99505437913322, 48.39929489040679 11.99504365029716), (48.39929489040679 11.99504365029716, 48.39938927352694 11.99496184292221), (48.39929489040679 11.99504365029716, 48.39931091772908 11.9950852245369), (48.39921208257497 11.99520324173355, 48.39932160261061 11.99511472883606))","MULTILINESTRING ((48.39935009562801 11.99519519510651, 48.39924057559237 11.9952850491085), (48.3992797534913 11.99505437913322, 48.39918537037116 11.99513484540367), (48.39931091772908 11.99496586623573, 48.39926105494862 11.99501146378899), (48.39934564359404 11.99505169692421, 48.39931091772908 11.9950852245369))",Gabled,Residential,25.0,POINT (48.399294 11.995104)
777,777,884,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39909890410365 11.99530094477463, 48.39913273969749 11.99537470552254, 48.39908020548599 11.99543371412086, 48.39904547948178 11.99535593005943, 48.39909890410365 11.99530094477463)))",,,Flat,Residential,,POINT (48.39909 11.995368)
778,778,885,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39870768500692 11.99635939996529, 48.39873083585524 11.99641170304108, 48.39874775378286 11.99645864169884, 48.39872638376902 11.99647875826645, 48.39875754837254 11.99654581349182, 48.39879405547951 11.9966316441803, 48.39866583539649 11.996757708004, 48.39862932828952 11.99667724173355, 48.39859727326876 11.99660079877663, 48.39868907528653 11.99651309054184, 48.39867117789995 11.99647339384842, 48.39864980788611 11.9964157263546, 48.39870768500692 11.99635939996529)))","MULTILINESTRING ((48.39868907528653 11.99651309054184, 48.39869032187067 11.99651188354778, 48.39868916432826 11.99650893311787, 48.39869521916551 11.99647473495293), (48.39872638376902 11.99647875826645, 48.39870590417243 11.99649619262505, 48.39872638376902 11.99647875826645), (48.39870590417243 11.99649619262505, 48.39869032187067 11.99651188354778), (48.39872638376902 11.99647875826645, 48.39872531526833 11.99647621016788, 48.39869521916551 11.99647473495293), (48.39869521916551 11.99647473495293, 48.39870590417243 11.99649619262505), (48.39875754837254 11.99654581349182, 48.39862932828952 11.99667724173355), (48.39873083585524 11.99641170304108, 48.39867117789995 11.99647339384842))","MULTILINESTRING ((48.39874775378286 11.99645864169884, 48.39872638376902 11.99647875826645), (48.39868907528653 11.99651309054184, 48.39859727326876 11.99660079877663), (48.39868916432826 11.99650893311787, 48.39869032187067 11.99651188354778), (48.39872638376902 11.99647875826645, 48.39872531526833 11.99647621016788), (48.39879405547951 11.9966316441803, 48.39866583539649 11.996757708004), (48.39870768500692 11.99635939996529, 48.39864980788611 11.9964157263546))",Gabled,Residential,30.0,POINT (48.398697 11.996578)
779,779,886,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39876067124852 11.99685802943039, 48.39882923329404 11.99700689203072, 48.39878827414997 11.9970390785389, 48.39875532875148 11.99708199388313, 48.39873306834708 11.99703505522537, 48.39870902711035 11.99697738773155, 48.39868676670596 11.99693447238731, 48.39872149293681 11.99689289814758, 48.39876067124852 11.99685802943039)))","MULTILINESTRING ((48.39872149293681 11.99689289814758, 48.39878827414997 11.9970390785389))","MULTILINESTRING ((48.39876067124852 11.99685802943039, 48.39882923329404 11.99700689203072), (48.39868676670596 11.99693447238731, 48.39875532875148 11.99708199388313))",Gabled,Residential,45.0,POINT (48.398758 11.996968)
780,780,887,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.3991950959163 11.99683930059433, 48.39922804102596 11.99691306134224, 48.39924852041845 11.99695865889549, 48.39927701348626 11.99702839632988, 48.3992440683766 11.99704717179298, 48.39921735612553 11.99708472271919, 48.39913009610536 11.99690367361069, 48.39916215080665 11.99686746378899, 48.3991950959163 11.99683930059433)))","MULTILINESTRING ((48.39916215080665 11.99686746378899, 48.3992440683766 11.99704717179298))","MULTILINESTRING ((48.39913009610536 11.99690367361069, 48.39921735612553 11.99708472271919), (48.39922804102596 11.99691306134224, 48.3991950959163 11.99683930059433))",Gabled,Residential,45.0,POINT (48.399204 11.99696)
781,781,888,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.3994739586006 11.99677348710251, 48.39950512275323 11.99685797668648, 48.3994490272785 11.99689955092621, 48.39939293180377 11.99695453621101, 48.39936265805549 11.99687004662704, 48.39941786312587 11.99681506134224, 48.3994739586006 11.99677348710251)))","MULTILINESTRING ((48.39941786312587 11.99681506134224, 48.3994490272785 11.99689955092621))","MULTILINESTRING ((48.39936265805549 11.99687004662704, 48.39939293180377 11.99695453621101), (48.3994739586006 11.99677348710251, 48.39950512275323 11.99685797668648))",Gabled,Residential,25.0,POINT (48.399433 11.996862)
782,782,889,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39955394553942 11.99724261838531, 48.3995966848202 11.99722384292221, 48.39965901293799 11.99746524173355, 48.39961538325553 11.99748401719665, 48.39957620558149 11.99751352149582, 48.39951476786537 11.99727212268448, 48.39955394553942 11.99724261838531)))","MULTILINESTRING ((48.39955394553942 11.99724261838531, 48.39961538325553 11.99748401719665))","MULTILINESTRING ((48.3995966848202 11.99722384292221, 48.39965901293799 11.99746524173355), (48.39951476786537 11.99727212268448, 48.39957620558149 11.99751352149582))",Gabled,Residential,45.0,POINT (48.399586 11.997366)
783,783,890,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39958756235997 11.99750809937096, 48.3996222879826 11.99748664169884, 48.3996579040058 11.99746920734024, 48.3996712600145 11.9975335803566, 48.39967749281856 11.99752955704307, 48.39968924610622 11.99757971435165, 48.39969205086805 11.99757893651104, 48.3997039555238 11.99762406467771, 48.39970135555411 11.99762598245716, 48.39971756084466 11.99769183068848, 48.39967482161682 11.99770792394257, 48.39962941118723 11.99773876934624, 48.39961969691691 11.99769598811245, 48.39960269916983 11.99762879877663, 48.39959023356171 11.99758454232788, 48.39960269916983 11.99757381349182, 48.39958756235997 11.99750809937096)))","MULTILINESTRING ((48.39960269916983 11.99757381349182, 48.39963297278955 11.99755369692421), (48.39963297278955 11.99755369692421, 48.39967482161682 11.99770792394257), (48.39963920559362 11.99755101471519, 48.3996222879826 11.99748664169884, 48.3996222879826 11.99748664169884), (48.39963297278955 11.99755369692421, 48.39963920559362 11.99755101471519, 48.3996712600145 11.9975335803566))","MULTILINESTRING ((48.3996579040058 11.99746920734024, 48.3996712600145 11.9975335803566), (48.39958756235997 11.99750809937096, 48.39960269916983 11.99757381349182), (48.39961969691691 11.99769598811245, 48.39962941118723 11.99773876934624), (48.39970135555411 11.99762598245716, 48.39971756084466 11.99769183068848))",Gabled,Residential,45.0,POINT (48.399649 11.997606)
784,784,891,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39891669868823 11.99625818402672, 48.39892827406666 11.99627964169884, 48.39894697275488 11.99631451041603, 48.39896923309801 11.99636949570084, 48.39898882219996 11.99641106994057, 48.39887573965687 11.99653176934624, 48.39885347931375 11.99648483068848, 48.39882943814317 11.99643789203072, 48.39881162986867 11.996399, 48.3988018353177 11.99637754232788, 48.39883923269415 11.99633865029717, 48.39884991765885 11.9963627901783, 48.39889176710393 11.99632121593857, 48.39888108213923 11.99629573495293, 48.39891669868823 11.99625818402672)))","MULTILINESTRING ((48.39896923309801 11.99636949570084, 48.39894163027253 11.99635474355125), (48.39894163027253 11.99635474355125, 48.39885704096865 11.99644191534424), (48.39885704096865 11.99644191534424, 48.39885347931375 11.99648483068848), (48.39885704096865 11.99644191534424, 48.39882943814317 11.99643789203072), (48.39894697275488 11.99631451041603, 48.39894163027253 11.99635474355125), (48.39891669868823 11.99625818402672, 48.39890779455098 11.99630109937096), (48.39890779455098 11.99630109937096, 48.39888108213923 11.99629573495293), (48.39890779455098 11.99630109937096, 48.39891847951568 11.99632255704308), (48.39891847951568 11.99632255704308, 48.39889176710393 11.99632121593857), (48.39883923269415 11.99633865029717, 48.39883210938435 11.99637620122337), (48.39883210938435 11.99637620122337, 48.3988018353177 11.99637754232788), (48.39883210938435 11.99637620122337, 48.39884279434905 11.996399), (48.39884279434905 11.996399, 48.39884991765885 11.9963627901783), (48.39884279434905 11.996399, 48.39881162986867 11.996399), (48.39892827406666 11.99627964169884, 48.39891847951568 11.99632255704308))","MULTILINESTRING ((48.3988018353177 11.99637754232788, 48.39881162986867 11.996399), (48.39898882219996 11.99641106994057, 48.39887573965687 11.99653176934624), (48.39894697275488 11.99631451041603, 48.39896923309801 11.99636949570084), (48.39882943814317 11.99643789203072, 48.39885347931375 11.99648483068848), (48.39891669868823 11.99625818402672, 48.39888108213923 11.99629573495293), (48.39888108213923 11.99629573495293, 48.39889176710393 11.99632121593857), (48.39891669868823 11.99625818402672, 48.39892827406666 11.99627964169884), (48.39883923269415 11.99633865029717, 48.39884991765885 11.9963627901783), (48.39883923269415 11.99633865029717, 48.3988018353177 11.99637754232788), (48.39889176710393 11.99632121593857, 48.39884991765885 11.9963627901783))",Gabled,Residential,45.0,POINT (48.398898 11.996399)
785,785,892,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39744116413604 11.99755035287666, 48.3974746446457 11.99761083668995, 48.39745523307361 11.99763725644875, 48.39742050594922 11.99757154232788, 48.39744116413604 11.99755035287666)))",,,Flat,Residential,0.0,POINT (48.397449 11.997593)
786,786,893,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39878897939179 11.99531213716888, 48.39883813032313 11.9953507609787, 48.3988125754005 11.99542934970284, 48.39875915047512 11.99538911656761, 48.39878897939179 11.99531213716888)))",,,Flat,Residential,,POINT (48.398801 11.995369)
787,787,894,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39900041094503 11.99458926256561, 48.39906808222585 11.9946415656414, 48.3990369178202 11.9947314196434, 48.39900664382616 11.99470191534424, 48.39897191777415 11.9946777754631, 48.39900041094503 11.99458926256561)))",,,Flat,Residential,,POINT (48.39902 11.994659)
788,788,895,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39913382189143 11.99442892146111, 48.39914539722207 11.99445842576027, 48.39916142460296 11.99449597668648, 48.39908306851861 11.99456973743439, 48.39906704113773 11.99453084540367, 48.39905279457694 11.9945, 48.39913382189143 11.99442892146111)))","MULTILINESTRING ((48.39914539722207 11.99445842576027, 48.39906704113773 11.99453084540367))","MULTILINESTRING ((48.39913382189143 11.99442892146111, 48.39905279457694 11.9945), (48.39916142460296 11.99449597668648, 48.39908306851861 11.99456973743439))",Gabled,Residential,45.0,POINT (48.399108 11.9945)
789,789,896,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39936945195326 11.99459084563446, 48.39939562988315 11.9946707754631, 48.39933330147865 11.99471503191185, 48.39930908244147 11.99463161521149, 48.39936945195326 11.99459084563446)))",,,Flat,Residential,,POINT (48.399352 11.994652)
790,790,897,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39925168489266 11.99434225396729, 48.39932024628722 11.99452866749382, 48.3992739450857 11.99455683068848, 48.39923387673823 11.99460108713722, 48.39916264412052 11.99442272023773, 48.39920538369115 11.99437846378899, 48.39925168489266 11.99434225396729)))","MULTILINESTRING ((48.39920538369115 11.99437846378899, 48.3992739450857 11.99455683068848))","MULTILINESTRING ((48.39925168489266 11.99434225396729, 48.39932024628722 11.99452866749382), (48.39916264412052 11.99442272023773, 48.39923387673823 11.99460108713722))",Gabled,Residential,30.0,POINT (48.399241 11.994471)
791,791,898,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39922194511937 11.99419460367012, 48.39923173961432 11.99422142576027, 48.39924598615242 11.99425227116394, 48.39915694528926 11.99432871412086, 48.39914180834252 11.99429652761269, 48.39913112343894 11.99427104662704, 48.39922194511937 11.99419460367012)))","MULTILINESTRING ((48.39923173961432 11.99422142576027, 48.39914180834252 11.99429652761269))","MULTILINESTRING ((48.39922194511937 11.99419460367012, 48.39913112343894 11.99427104662704), (48.39924598615242 11.99425227116394, 48.39915694528926 11.99432871412086))",Gabled,Residential,45.0,POINT (48.399189 11.994263)
792,792,899,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40086059069252 11.97996690674591, 48.4009344921145 11.97992265029717, 48.40095051892891 11.97999506994057, 48.40087839826408 11.98004200859833, 48.40086059069252 11.97996690674591)))",,,Flat,Residential,0.0,POINT (48.400906 11.979983)
793,793,900,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39850932873856 11.9951003558197, 48.39852811661071 11.99511510796928, 48.39854592502034 11.99513482220554, 48.39851814390132 11.99520455963993, 48.39849864369278 11.99518792994404, 48.39847967773652 11.99517290957355, 48.39850932873856 11.9951003558197)))","MULTILINESTRING ((48.39852811661071 11.99511510796928, 48.39849864369278 11.99518792994404))","MULTILINESTRING ((48.39850932873856 11.9951003558197, 48.39847967773652 11.99517290957355), (48.39854592502034 11.99513482220554, 48.39851814390132 11.99520455963993))",Gabled,Residential,45.0,POINT (48.398512 11.995154)
794,794,901,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40021650751526 11.99655508465576, 48.40027438287488 11.99655374355125, 48.40027260209459 11.99664091534424, 48.40021472673497 11.99664091534424, 48.40021650751526 11.99655508465576)))",,,Flat,Residential,,POINT (48.400245 11.996598)
795,795,902,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40023493214854 11.99647255987072, 48.40028906785145 11.99647095054531, 48.40028844457856 11.9965594634428, 48.40027856125122 11.9965594634428, 48.40027856125122 11.99655463546658, 48.40023297329087 11.99655476957703, 48.40023493214854 11.99647255987072)))",,,Flat,Residential,,POINT (48.400262 11.996514)
796,796,903,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40070798656287 11.99623503802872, 48.40072873246122 11.99624442576027, 48.40074538260283 11.99625783680534, 48.40072134229143 11.9963396441803, 48.40070504830258 11.99632489203072, 48.40068572701527 11.99631550429916, 48.40070798656287 11.99623503802872)))","MULTILINESTRING ((48.40072873246122 11.99624442576027, 48.40070504830258 11.99632489203072))","MULTILINESTRING ((48.40070798656287 11.99623503802872, 48.40068572701527 11.99631550429916), (48.40074538260283 11.99625783680534, 48.40072134229143 11.9963396441803))",Gabled,Residential,30.0,POINT (48.400716 11.996286)
797,797,904,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.4001994399896 11.99626944047546, 48.40026710961025 11.99626541716194, 48.40033566962065 11.99627078157997, 48.40033566962065 11.99646792394257, 48.40026621922051 11.99646121842003, 48.4001994399896 11.99646255952454, 48.4001994399896 11.99626944047546)))","MULTILINESTRING ((48.40026710961025 11.99626541716194, 48.40026621922051 11.99646121842003))","MULTILINESTRING ((48.40033566962065 11.99627078157997, 48.40033566962065 11.99646792394257), (48.4001994399896 11.99626944047546, 48.4001994399896 11.99646255952454))",Gabled,Residential,25.0,POINT (48.400268 11.996366)
798,798,905,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40096726041475 11.9976798193779, 48.40097527381171 11.9976803558197, 48.40101737976087 11.99768703452015, 48.40101640924946 11.99778227976227, 48.40097981473666 11.99777624479198, 48.4009799037744 11.99778630307579, 48.40097278075488 11.99778576663399, 48.40092567978828 11.99778308442497, 48.40092585786377 11.9976882683363, 48.40096708233926 11.99768840244675, 48.40096726041475 11.9976798193779)))","MULTILINESTRING ((48.40097527381171 11.9976803558197, 48.40097278075488 11.99778576663399))","MULTILINESTRING ((48.40092585786377 11.9976882683363, 48.40092567978828 11.99778308442497), (48.40101737976087 11.99768703452015, 48.40101640924946 11.99778227976227))",Gabled,Residential,45.0,POINT (48.400971 11.997734)
799,799,906,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40098007564342 11.99777669692421, 48.40098960267886 11.99777709925556, 48.401039730912 11.99778294647121, 48.40103803919543 11.99787513399506, 48.40099307514971 11.9978736587801, 48.40099316418743 11.99788358295345, 48.40098702058514 11.99788277829075, 48.40093911829486 11.99788157129669, 48.40093942102308 11.99780574524784, 48.4009402579776 11.99780370676899, 48.4009405696096 11.99778498495007, 48.40098016468114 11.99778675520801, 48.40098007564342 11.99777669692421)))","MULTILINESTRING ((48.40098960267886 11.99777709925556, 48.40098702058514 11.99788277829075))","MULTILINESTRING ((48.401039730912 11.99778294647121, 48.40103803919543 11.99787513399506), (48.40093942102308 11.99780574524784, 48.40093911829486 11.99788157129669))",Gabled,Residential,45.0,POINT (48.400988 11.997829)
800,800,907,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39880397252838 11.99370109937096, 48.39888321947141 11.99377754232788, 48.39883246581127 11.99389555952454, 48.3987558901135 11.9938164343586, 48.39880397252838 11.99370109937096)))","MULTILINESTRING ((48.39888321947141 11.99377754232788, 48.3987558901135 11.9938164343586), (48.39880397252838 11.99370109937096, 48.39883246581127 11.99389555952454))","MULTILINESTRING ((48.3987558901135 11.9938164343586, 48.39883246581127 11.99389555952454), (48.39880397252838 11.99370109937096, 48.3987558901135 11.9938164343586), (48.39888321947141 11.99377754232788, 48.39883246581127 11.99389555952454), (48.39880397252838 11.99370109937096, 48.39888321947141 11.99377754232788))",pyramid,Residential,30.0,POINT (48.39882 11.993799)
801,801,908,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39889704118239 11.99353546367359, 48.39890656861393 11.99361566172314, 48.39884904785902 11.99363081620407, 48.39883827384766 11.99354981349182, 48.39889704118239 11.99353546367359)))",,,Flat,Residential,,POINT (48.398873 11.993582)
802,802,909,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39885472592561 11.99366855704308, 48.3989339727674 11.99375036441803, 48.3989019178651 11.99382546627045, 48.39887342461861 11.99380132638931, 48.398885 11.99377718650818, 48.39883068474889 11.99372354232788, 48.39885472592561 11.99366855704308)))",,,Flat,Residential,,POINT (48.398885 11.993745)
803,803,910,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39875590401447 11.99381574649429, 48.39881280159131 11.99387502331352, 48.3987913425678 11.99392383951759, 48.39873426690779 11.99386992711639, 48.39875590401447 11.99381574649429)))",,,Flat,Residential,,POINT (48.398773 11.993871)
804,804,911,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.3985117119479 11.99404127728081, 48.39856691797651 11.99408151041603, 48.39858561679264 11.99402652513123, 48.39862568568437 11.99406273495293, 48.39862034316548 11.994076145998, 48.3986425146189 11.99409537743664, 48.3986294343518 11.99413882922268, 48.39859006889173 11.99427052568531, 48.39855356167926 11.99423707853889, 48.39854928766415 11.99424928258991, 48.39855623293872 11.99425719510651, 48.39853671493634 11.99431617688274, 48.39852122163154 11.99430209528542, 48.39846971084518 11.99426282774544, 48.39848856103269 11.99421025644875, 48.3984618484382 11.99418879877663, 48.3985117119479 11.99404127728081)))","MULTILINESTRING ((48.39853931496221 11.99424244295692, 48.39854928766415 11.99424928258991), (48.39856691797651 11.99408151041603, 48.39858695242237 11.99410135876274), (48.39858695242237 11.99410135876274, 48.39853931496221 11.99424244295692), (48.39853931496221 11.99424244295692, 48.39852122163154 11.99430209528542), (48.39848856103269 11.99421025644875, 48.39853931496221 11.99424244295692), (48.39858695242237 11.99410135876274, 48.3986294343518 11.99413882922268))",,Flat,Residential,,POINT (48.39855 11.994166)
805,805,912,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39872011637501 11.99524270858097, 48.39876472624996 11.99528388048935, 48.39873890416666 11.99534396197128, 48.39869536279171 11.9953011807375, 48.39872011637501 11.99524270858097)))",,,Flat,Residential,,POINT (48.39873 11.995293)
806,806,913,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39869797249498 11.99398255704308, 48.39876119209812 11.99404961226845, 48.39872646583724 11.99412739632988, 48.39866413665104 11.99407106994057, 48.39869797249498 11.99398255704308)))","MULTILINESTRING ((48.39869797249498 11.99398255704308, 48.39872646583724 11.99412739632988))","MULTILINESTRING ((48.39872646583724 11.99412739632988, 48.39866413665104 11.99407106994057), (48.39869797249498 11.99398255704308, 48.39876119209812 11.99404961226845))",Gabled,Residential,30.0,POINT (48.398714 11.994059)
807,807,914,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39868700678567 11.99343113434124, 48.39872137689193 11.99350087177563, 48.39874408253208 11.9935592098217, 48.39874319211482 11.99356859755325, 48.39872360293509 11.99359139632988, 48.39871932893223 11.99358710479546, 48.39869733562589 11.993612854002, 48.39867035598289 11.99355250429916, 48.39864978734417 11.99350395631599, 48.39866643814695 11.99348665606785, 48.3986567325988 11.99346506428528, 48.39868700678567 11.99343113434124)))","MULTILINESTRING ((48.39872137689193 11.99350087177563, 48.39867035598289 11.99355250429916))","MULTILINESTRING ((48.39874319211482 11.99356859755325, 48.39872360293509 11.99359139632988), (48.39868700678567 11.99343113434124, 48.3986567325988 11.99346506428528))",Gabled,Residential,25.0,POINT (48.398696 11.993523)
808,808,915,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.3989551986383 11.99305044036007, 48.39901458904463 11.99303595643139, 48.39901458904463 11.99302187483406, 48.39909116438113 11.99299773495293, 48.3990938356138 11.9930285803566, 48.39915616437607 11.99300846378899, 48.39916506848497 11.99306613128281, 48.3991784246483 11.99313855092621, 48.39914102739095 11.99314834098911, 48.39914013698006 11.99316269080734, 48.39897006850016 11.99320694725609, 48.39895849315859 11.99312111656761, 48.3989551986383 11.99305044036007)))","MULTILINESTRING ((48.39916506848497 11.99306613128281, 48.39895849315859 11.99312111656761))","MULTILINESTRING ((48.39914013698006 11.99316269080734, 48.39897006850016 11.99320694725609), (48.39909116438113 11.99299773495293, 48.39901458904463 11.99302187483406))",Gabled,Residential,45.0,POINT (48.39906 11.993101)
809,809,916,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.39899730135515 11.99328740856361, 48.39903736987984 11.99329009077263, 48.39905606852469 11.99342017790985, 48.39908278087448 11.9935730638237, 48.39903291782154 11.99357842824173, 48.39898839723855 11.99360525033188, 48.39897771229864 11.99353953621101, 48.3989696985937 11.99348455092621, 48.39896257530042 11.99343358895493, 48.39897682188698 11.9934282245369, 48.39895812324212 11.99331154844475, 48.39899730135515 11.99328740856361)))","MULTILINESTRING ((48.39899730135515 11.99328740856361, 48.39901689041167 11.99341749570084), (48.39897682188698 11.9934282245369, 48.39900531506009 11.99346979877663), (48.39900531506009 11.99346979877663, 48.3989696985937 11.99348455092621), (48.39900798629507 11.99341749570084, 48.39903291782154 11.99357842824173), (48.39897682188698 11.9934282245369, 48.39900798629507 11.99341749570084), (48.39900531506009 11.99346979877663, 48.39898893148555 11.993536854002), (48.39900798629507 11.99341749570084, 48.39901689041167 11.99341749570084), (48.39901689041167 11.99341749570084, 48.39905606852469 11.99342017790985), (48.39898893148555 11.993536854002, 48.39897771229864 11.99353953621101))","MULTILINESTRING ((48.39897771229864 11.99353953621101, 48.39898893148555 11.993536854002), (48.39897771229864 11.99353953621101, 48.39898839723855 11.99360525033188), (48.39895812324212 11.99331154844475, 48.39897682188698 11.9934282245369), (48.39905606852469 11.99342017790985, 48.39908278087448 11.9935730638237), (48.39903736987984 11.99329009077263, 48.39905606852469 11.99342017790985), (48.39897682188698 11.9934282245369, 48.39896257530042 11.99343358895493))",Gabled,Residential,45.0,POINT (48.399016 11.993447)
