,Unnamed: 0,id,pv_area_id,obstacle,type,geometry,Labeler,haus
239,240,242,54,"MULTIPOLYGON (((48.40762036017937 11.98760611567608, 48.40762570174536 11.98762891445271, 48.40760758107886 11.98763161897659, 48.4076078965232 11.98763159666172, 48.40760402003367 11.98761016130447, 48.40762036017937 11.98760611567608)))",window,"MULTIPOLYGON (((4499189.91610036 5363310.789149328, 4499191.6041146 5363311.38286397, 4499191.804037156 5363309.367844261, 4499191.802390433 5363309.402921419, 4499190.215342364 5363308.972105373, 4499189.91610036 5363310.789149328)))",2,18.0
240,241,243,54,"MULTIPOLYGON (((48.4075357853097 11.98769060526005, 48.40755537108149 11.98768524084202, 48.40757673736942 11.98770267520062, 48.40756427370255 11.98774424944035, 48.40754290740942 11.98774827275387, 48.40753934635966 11.98771608624569, 48.4075357853097 11.98769060526005)))",dormer,"MULTIPOLYGON (((4499196.169911558 5363301.383602616, 4499195.773084653 5363303.561569535, 4499197.06421292 5363305.937269726, 4499200.141982873 5363304.550862092, 4499200.439491605 5363302.174919426, 4499198.056477334 5363301.779298382, 4499196.169911558 5363301.383602616)))",2,18.0
241,242,244,54,"MULTIPOLYGON (((48.40758118867826 11.98765037212483, 48.40758474972507 11.98766914758793, 48.40757673736942 11.98767048869244, 48.40757495684577 11.98765439543835, 48.40758118867826 11.98765037212483)), ((48.40756249317845 11.98761550340763, 48.40757228606017 11.98761282119862, 48.40757406658391 11.98762623224369, 48.40756249317845 11.98763025555722, 48.40756249317845 11.98761550340763)))",chimney,"MULTIPOLYGON (((4499193.191990891 5363306.432839135, 4499194.582106845 5363306.82860936, 4499194.681260462 5363305.937633115, 4499193.489753958 5363305.739823814, 4499193.191990891 5363306.432839135)), ((4499190.610140336 5363304.354325057, 4499190.411728017 5363305.443308248, 4499191.404655309 5363305.641147347, 4499191.702327184 5363304.354157595, 4499190.610140336 5363304.354325057)))",2,18.0
242,243,245,54,"MULTIPOLYGON (((48.40757317632205 11.98762891445271, 48.40757584710761 11.9876463488113, 48.40756961527446 11.98764768991581, 48.40756961527446 11.98763293776623, 48.40757317632205 11.98762891445271)))",shadow,"MULTIPOLYGON (((4499191.603219521 5363305.542121224, 4499192.894030971 5363305.838910629, 4499192.993214632 5363305.145925595, 4499191.901027936 5363305.14609281, 4499191.603219521 5363305.542121224)))",2,18.0
243,244,246,55,"MULTIPOLYGON (((48.40020395832695 11.99447160391128, 48.40021197184412 11.99446892170227, 48.40021197184412 11.99448233274734, 48.40020395832695 11.99448233274734, 48.40020395832695 11.99447160391128)))",unknown,"MULTIPOLYGON (((4499698.154558484 5362486.042428206, 4499697.9560074 5362486.933530002, 4499698.949047615 5362486.933466579, 4499698.94899078 5362486.042377482, 4499698.154558484 5362486.042428206)))",3,4.0
244,245,247,55,"MULTIPOLYGON (((48.40016656189682 11.99447160391128, 48.4001977255905 11.99446892170227, 48.4001977255905 11.99448635606086, 48.40016656189682 11.99449037937439, 48.40016656189682 11.99447160391128)))",pvmodule,"MULTIPOLYGON (((4499698.154292675 5362481.884010579, 4499697.955906084 5362485.34937151, 4499699.246858723 5362485.349289092, 4499699.544550213 5362481.883921884, 4499698.154292675 5362481.884010579)))",3,4.0
245,246,248,55,"MULTIPOLYGON (((48.40022092581227 11.99446090335124, 48.40023250088835 11.99445822114223, 48.40024407596182 11.99445822114223, 48.40024585674212 11.99449443096393, 48.40023517205939 11.99449845427745, 48.40022359698388 11.99449979538196, 48.40022092581227 11.99446090335124)), ((48.4001897120711 11.9945829155854, 48.40018793128884 11.99456011680877, 48.40021286223486 11.99453195361412, 48.40023779316862 11.99455072907722, 48.40024046433938 11.99457889227188, 48.4001897120711 11.9945829155854)))",dormer,"MULTIPOLYGON (((4499697.362340792 5362487.92923361, 4499697.163815283 5362489.216374562, 4499697.163897783 5362490.503502501, 4499699.845117274 5362490.701350936, 4499700.142953611 5362489.513213946, 4499700.242175788 5362488.226079471, 4499697.362340792 5362487.92923361)), ((4499706.396694603 5362484.457748605, 4499704.708513073 5362484.259834438, 4499702.623302661 5362487.032243315, 4499704.013733281 5362489.804431966, 4499706.099135247 5362490.101330722, 4499706.396694603 5362484.457748605)))",3,4.0
246,247,249,55,"MULTIPOLYGON (((48.40023779316862 11.99452524809158, 48.40023690277835 11.9945118370465, 48.40024313551001 11.9945118370465, 48.40024402590016 11.99451988367355, 48.40023779316862 11.99452524809158)))",chimney,"MULTIPOLYGON (((4499702.126957827 5362489.804550935, 4499701.133911838 5362489.70560396, 4499701.133955775 5362490.398672829, 4499701.729785806 5362490.497644913, 4499702.126957827 5362489.804550935)))",3,4.0
247,248,250,55,"MULTIPOLYGON (((48.40024669707061 11.99446489838874, 48.40025471058104 11.99446355728424, 48.40024669707061 11.99448099164283, 48.40024669707061 11.99446489838874)), ((48.40024046433938 11.99455609349525, 48.40025382019103 11.99458157448089, 48.40024135472962 11.99458157448089, 48.40024046433938 11.99455609349525)), ((48.40024191626997 11.9945165813624, 48.40024814900101 11.99451389915339, 48.40025349134127 11.99452731019846, 48.40024102587974 11.99452596909396, 48.40024191626997 11.9945165813624)))",shadow,"MULTIPOLYGON (((4499697.658342496 5362490.794933549, 4499697.559095595 5362491.68602826, 4499698.849989942 5362490.794857397, 4499697.658342496 5362490.794933549)), ((4499704.410967824 5362490.101436518, 4499706.297835979 5362491.586465671, 4499706.297749366 5362490.200328147, 4499704.410967824 5362490.101436518)), ((4499701.485246701 5362490.263073206, 4499701.286682694 5362490.956154585, 4499702.279759745 5362491.550150644, 4499702.180368186 5362490.164019384, 4499701.485246701 5362490.263073206)))",3,4.0
248,249,251,56,"MULTIPOLYGON (((48.40038062551205 11.97721535020324, 48.40038685822608 11.9772260790393, 48.40037706396083 11.97723278456183, 48.40037350240934 11.97722071462127, 48.40038062551205 11.97721535020324)), ((48.40034768115374 11.97725424223395, 48.40035302348355 11.97726631217452, 48.40034411960021 11.97727972321959, 48.40033788688093 11.97726899438353, 48.40034768115374 11.97725424223395)), ((48.40032809260624 11.97723412566634, 48.40032809260624 11.97725156002494, 48.40032185988501 11.97725156002494, 48.40032185988501 11.97723546677085, 48.40032809260624 11.97723412566634)))",unknown,"MULTIPOLYGON (((4498420.395796861 5362505.913078278, 4498421.1904267 5362506.605915545, 4498421.686630438 5362505.516666876, 4498420.79278266 5362505.120886856, 4498420.395796861 5362505.913078278)), ((4498423.274546553 5362502.248891214, 4498424.168451737 5362502.842691063, 4498425.161203747 5362501.852308402, 4498424.366573727 5362501.159469998, 4498423.274546553 5362502.248891214)), ((4498421.784360918 5362500.071109089, 4498423.075310249 5362500.07073628, 4498423.075110178 5362499.377668568, 4498421.883464498 5362499.37801269, 4498421.784360918 5362500.071109089)))",2,19.0
249,250,252,56,"MULTIPOLYGON (((48.40031384638515 11.97717914038154, 48.40033076377227 11.97721803241225, 48.40030583288402 11.97725424223395, 48.40028802509924 11.97721669130774, 48.40031384638515 11.97717914038154)))",window,"MULTIPOLYGON (((4498417.712446539 5362498.488131904, 4498420.592801257 5362500.368482479, 4498423.273203388 5362497.595436735, 4498420.492123394 5362495.616045433, 4498417.712446539 5362498.488131904)))",2,19.0
250,251,253,56,"MULTIPOLYGON (((48.4003414484349 11.97727569990607, 48.40033254454951 11.97734543734046, 48.40031651755191 11.97729715757819, 48.40030227132759 11.9772810643241, 48.4003414484349 11.97727569990607)), ((48.40041624101053 11.97728240542861, 48.40037706396083 11.97726497107001, 48.40038418706301 11.97723278456183, 48.40039131016422 11.97722339683028, 48.40040555636361 11.97723814897986, 48.40041624101053 11.97728240542861)))",dormer,"MULTIPOLYGON (((4498424.863206806 5362501.555365382, 4498430.026718174 5362500.563782207, 4498426.451268473 5362498.78263681, 4498425.259165973 5362497.198824972, 4498424.863206806 5362501.555365382)), ((4498425.362123143 5362509.872026042, 4498424.069919221 5362505.5159788, 4498421.686859284 5362506.308743401, 4498420.991962428 5362507.101020695, 4498422.084760396 5362508.684857571, 4498425.362123143 5362509.872026042)))",2,19.0
251,252,254,56,"MULTIPOLYGON (((48.40034322921179 11.97721803241225, 48.40034679076537 11.9772260790393, 48.40033807832089 11.97723537683487, 48.40033432532671 11.97722473793479, 48.40034322921179 11.97721803241225)))",chimney,"MULTIPOLYGON (((4498420.593202004 5362501.754617577, 4498421.189139052 5362502.150483886, 4498421.877326064 5362501.181476351, 4498421.089434668 5362500.764377584, 4498420.593202004 5362501.754617577)))",2,19.0
252,253,255,57,"MULTIPOLYGON (((48.40082622959804 11.99700036993922, 48.40083335263737 11.99699634662569, 48.40083780453639 11.9970151220888, 48.4008324622575 11.99702048650683, 48.40082622959804 11.99700036993922)), ((48.40083958529593 11.99704999080599, 48.40084403719442 11.99704730859698, 48.40084848909256 11.99706474295557, 48.40084314681475 11.9970687662691, 48.40083958529593 11.99704999080599)), ((48.40081565956238 11.9970546807826, 48.40082100184305 11.99704931636457, 48.40082367298318 11.99705870409612, 48.40082011146295 11.99706004520063, 48.40081565956238 11.9970546807826)), ((48.40084059020073 11.99697421451215, 48.40084381648555 11.99696812040202, 48.40083880944124 11.99696750898961, 48.40084059020073 11.99697421451215)), ((48.40085127475628 11.99701712985639, 48.40085361066093 11.99701640016428, 48.4008518299019 11.99702176458231, 48.40085127475628 11.99701712985639)), ((48.40085305551531 11.99702919979696, 48.40085539141991 11.99702847010485, 48.40085539141991 11.99703517562739, 48.40085305551531 11.99702919979696)))",unknown,"MULTIPOLYGON (((4499885.402862443 5362555.229030334, 4499885.104978492 5362556.021109155, 4499886.495233072 5362556.516109713, 4499886.892426076 5362555.922045386, 4499885.402862443 5362555.229030334)), ((4499889.077111954 5362556.714048345, 4499888.878521356 5362557.209097745, 4499890.169472531 5362557.704102115, 4499890.467363044 5362557.110041144, 4499889.077111954 5362556.714048345)), ((4499889.424303412 5362554.053537818, 4499889.027110012 5362554.647602166, 4499889.722238822 5362554.944607304, 4499889.821529717 5362554.548569446, 4499889.424303412 5362554.053537818)), ((4499883.466219274 5362556.825964625, 4499883.014988884 5362557.184736018, 4499882.969699077 5362556.627962801, 4499883.466219274 5362556.825964625)), ((4499886.643945282 5362558.013970215, 4499886.589922829 5362558.273720415, 4499886.987127853 5362558.075690919, 4499886.643945282 5362558.013970215)), ((4499887.537676324 5362558.211960164, 4499887.483653831 5362558.471710349, 4499887.980167678 5362558.471695203, 4499887.537676324 5362558.211960164)))",3,5.0
253,254,256,57,"MULTIPOLYGON (((48.40075143762522 11.99697220674456, 48.40080129895265 11.99693599692286, 48.40082266807804 11.99701243987978, 48.40081265318766 11.9970190823733, 48.40081554503723 11.99703121534289, 48.40080374938477 11.99703919894091, 48.40079484558031 11.99700298911921, 48.40076568372375 11.99702048650683, 48.40075143762522 11.99697220674456)))",pvmodule,"MULTIPOLYGON (((4499883.317242919 5362546.912357738, 4499880.63623876 5362552.456935228, 4499886.296575693 5362554.832967931, 4499886.788388682 5362553.719314407, 4499887.686791185 5362554.040855574, 4499888.277901359 5362552.729181499, 4499885.596693302 5362551.739176075, 4499886.892198453 5362548.496388425, 4499883.317242919 5362546.912357738)))",3,5.0
254,255,257,57,"MULTIPOLYGON (((48.40086369427333 11.99697071035639, 48.40085122896134 11.9969733925654, 48.40084499630419 11.99699350913301, 48.40085746161772 11.99700289686457, 48.40086992692817 11.99699753244654, 48.40086369427333 11.99697071035639)), ((48.40087437882405 11.99702167232767, 48.40086458465264 11.99702435453668, 48.40085924237654 11.9970444711043, 48.40086896781886 11.99705937853754, 48.4008829931758 11.99705663329951, 48.40087437882405 11.99702167232767)), ((48.40077547791419 11.99702450982035, 48.4007834913413 11.99701646319331, 48.40080129895265 11.99702585092486, 48.40079328552832 11.99704999080599, 48.40078616248344 11.99705267301501, 48.40077547791419 11.99702450982035)), ((48.40079061438659 11.99707144847811, 48.40079595666991 11.99706474295557, 48.40081287389668 11.99707547179163, 48.40080486047417 11.99710095277728, 48.40079773743088 11.99710363498629, 48.40079595666991 11.99708485952319, 48.40079061438659 11.99707144847811)))",dormer,"MULTIPOLYGON (((4499883.206832616 5362559.395105505, 4499883.40539478 5362558.008978237, 4499884.89491495 5362557.315871201, 4499885.590077285 5362558.701970918, 4499885.192909129 5362560.088104085, 4499883.206832616 5362559.395105505)), ((4499886.980373632 5362560.583092133, 4499887.178945766 5362559.49399119, 4499888.668469012 5362558.89989397, 4499889.772330049 5362559.981312893, 4499889.569104621 5362561.540914375, 4499886.980373632 5362560.583092133)), ((4499887.190140611 5362549.585476262, 4499886.594350425 5362550.476573698, 4499887.28953135 5362552.456727844, 4499889.076956118 5362551.565594593, 4499889.275537952 5362550.77351837, 4499887.190140611 5362549.585476262)), ((4499890.665793452 5362551.268520405, 4499890.169296842 5362551.862587941, 4499890.963776235 5362553.743730337, 4499892.850504044 5362552.852595503, 4499893.049086358 5362552.060519585, 4499891.658840116 5362551.862543338, 4499890.665793452 5362551.268520405)))",3,5.0
255,256,258,57,"MULTIPOLYGON (((48.40081554503723 11.99703121534289, 48.40082355845806 11.99702585092486, 48.40082711997801 11.99703523865641, 48.40081999693784 11.99704060307444, 48.40081554503723 11.99703121534289)), ((48.40082266807804 11.99704730859698, 48.4008289007379 11.99704060307444, 48.40083335263737 11.99705267301501, 48.40082622959804 11.99705803743304, 48.40082266807804 11.99704730859698)))",chimney,"MULTIPOLYGON (((4499887.686791185 5362554.040855574, 4499887.289607051 5362554.931946188, 4499887.984738932 5362555.327959807, 4499888.381926158 5362554.535878022, 4499887.686791185 5362554.040855574)), ((4499888.878449349 5362554.832889106, 4499888.381956247 5362555.525965126, 4499889.275696601 5362556.020981528, 4499889.672883958 5362555.228899928, 4499888.878449349 5362554.832889106)))",3,5.0
256,257,259,58,"MULTIPOLYGON (((48.40538933859494 11.9944712388804, 48.40538933859494 11.99448733213448, 48.40537865499262 11.9944900143435, 48.40537776469233 11.9944725799849, 48.40538933859494 11.9944712388804)), ((48.40546679464469 11.99448733213448, 48.40546679464469 11.99449940207505, 48.40546145285194 11.99449940207505, 48.40546056255311 11.99448599102998, 48.40546679464469 11.99448733213448)), ((48.4054231699875 11.99443502905869, 48.4054231699875 11.99445648673081, 48.40541426699167 11.99445648673081, 48.40541248639227 11.99443502905869, 48.4054231699875 11.99443502905869)))",unknown,"MULTIPOLYGON (((4499698.164390479 5363062.647909494, 4499699.355917806 5363062.647833446, 4499699.554430036 5363061.459821826, 4499698.263602166 5363061.360904254, 4499698.164390479 5363062.647909494)), ((4499699.35646663 5363071.260818589, 4499700.250110768 5363071.260761715, 4499700.250073012 5363070.666763158, 4499699.257128667 5363070.567826596, 4499699.35646663 5363071.260818589)), ((4499695.483696278 5363066.410076632, 4499697.072398327 5363066.409974537, 4499697.072334845 5363065.419976068, 4499695.483619767 5363065.222078444, 4499695.483696278 5363066.410076632)))",2,20.0
257,258,260,58,"MULTIPOLYGON (((48.40545830347667 11.99438148528963, 48.40545830347667 11.99439489633471, 48.40546898706225 11.99439623743922, 48.40546898706225 11.99438282639414, 48.40545830347667 11.99438148528963)), ((48.40545919377555 11.99444183499247, 48.40545830347667 11.99445256382853, 48.40547165795832 11.99445390493304, 48.40547165795832 11.99444049388796, 48.40545919377555 11.99444183499247)), ((48.40545741317776 11.99443110615641, 48.40545652287886 11.99441367179781, 48.40546898706225 11.99441501290232, 48.40546898706225 11.99443378836543, 48.40545741317776 11.99443110615641)))",window,"MULTIPOLYGON (((4499691.519629831 5363070.317119466, 4499692.512567928 5363070.317054909, 4499692.611938851 5363071.505045589, 4499691.619000962 5363071.505110126, 4499691.519629831 5363070.317119466)), ((4499695.987857634 5363070.415830102, 4499696.782201744 5363070.316779301, 4499696.881590826 5363071.801769299, 4499695.88865299 5363071.801833091, 4499695.987857634 5363070.415830102)), ((4499695.193494408 5363070.217881706, 4499693.902668457 5363070.118965278, 4499694.002051895 5363071.504955527, 4499695.392164939 5363071.504865807, 4499695.193494408 5363070.217881706)))",2,20.0
258,259,261,58,"MULTIPOLYGON (((48.40542550389617 11.99447795748711, 48.40542851178428 11.99453963521028, 48.40538399679406 11.99455036404633, 48.40538187920355 11.99449136853218, 48.40542550389617 11.99447795748711)), ((48.4054231699875 11.99440284255052, 48.40540981549314 11.99440552475953, 48.40540981549314 11.99439077260995, 48.40540002219503 11.99439211371446, 48.4053991318951 11.99437870266938, 48.40538844829483 11.9943813848784, 48.40538844829483 11.99436797383332, 48.40537687439202 11.99437065604234, 48.40537475680119 11.99433714151382, 48.40541927179951 11.99433043599129, 48.4054231699875 11.99440284255052)))",pvmodule,"MULTIPOLYGON (((4499698.662085682 5363066.669399623, 4499703.228656211 5363067.003582123, 4499704.022695809 5363062.053538538, 4499699.654715566 5363061.818342381, 4499698.662085682 5363066.669399623)), ((4499693.100643205 5363066.41023061, 4499693.299134751 5363064.925219969, 4499692.206901806 5363064.925290838, 4499692.306124966 5363063.836285774, 4499691.313179285 5363063.737350481, 4499691.511689792 5363062.549338803, 4499690.518750335 5363062.549403533, 4499690.717254259 5363061.262391657, 4499688.235858327 5363061.027081482, 4499687.739714019 5363065.977108572, 4499693.100643205 5363066.41023061)))",2,20.0
259,260,262,58,"MULTIPOLYGON (((48.40537242289022 11.99440820696855, 48.40540858820349 11.99440687894821, 48.40541125910268 11.994459182024, 48.40537420349099 11.99446319225335, 48.40537242289022 11.99440820696855)))",dormer,"MULTIPOLYGON (((4499693.497453315 5363060.767211283, 4499693.399388553 5363064.788740888, 4499697.271869938 5363065.085490976, 4499697.568519044 5363060.964949001, 4499693.497453315 5363060.767211283)))",2,20.0
260,261,263,58,"MULTIPOLYGON (((48.40544186627373 11.99439211371446, 48.40544186627373 11.99441223028207, 48.40543207298182 11.99441088917756, 48.40543207298182 11.99439211371446, 48.40544186627373 11.99439211371446)), ((48.40543741477765 11.99442698243165, 48.40543741477765 11.99443905237222, 48.40543118268246 11.99444039347672, 48.40543084569268 11.99442699551582, 48.40543741477765 11.99442698243165)))",chimney,"MULTIPOLYGON (((4499692.306427239 5363068.48927839, 4499693.795834864 5363068.489181828, 4499693.696470544 5363067.400190325, 4499692.306356494 5363067.400280461, 4499692.306427239 5363068.48927839)), ((4499694.88803519 5363067.994112235, 4499695.781679844 5363067.994054657, 4499695.880929111 5363067.301049548, 4499694.888956807 5363067.263640742, 4499694.88803519 5363067.994112235)))",2,20.0
261,262,264,59,"MULTIPOLYGON (((48.40033990520075 11.99188648963576, 48.4004538747994 11.99188917184477, 48.40045476518589 11.99189855957632, 48.4003416859777 11.9918945362628, 48.40033990520075 11.99188648963576)))",unknown,"MULTIPOLYGON (((4499506.737482129 5362501.174947932, 4499506.937326913 5362513.848149046, 4499507.632461421 5362513.947090651, 4499507.333324081 5362501.372909064, 4499506.737482129 5362501.174947932)))",3,6.0
262,263,265,59,"MULTIPOLYGON (((48.40034424922784 11.99182014297283, 48.40035677647634 11.99182364351145, 48.40036828970927 11.99182416628635, 48.40036739932128 11.99185232948101, 48.40035569418178 11.99186976383961, 48.40034322874531 11.99185501169003, 48.40034424922784 11.99182014297283)), ((48.40038151543331 11.99182416628635, 48.40039576163547 11.99182550739086, 48.40040555589713 11.99182953070438, 48.40040555589713 11.99185501169003, 48.40039487124794 11.99187244604862, 48.40038151543331 11.99185501169003, 48.40038151543331 11.99182416628635)), ((48.40043760983118 11.99182953070438, 48.40044918485797 11.99182818959988, 48.40045986949574 11.99183355401791, 48.40046165026848 11.99186171721256, 48.40044829447138 11.99187646936215, 48.40043760983118 11.99185769389904, 48.40043760983118 11.99182953070438)))",dormer,"MULTIPOLYGON (((4499501.8248075 5362501.658478073, 4499502.084146454 5362503.051460702, 4499502.122982039 5362504.331708295, 4499504.208350386 5362504.232493731, 4499505.499171333 5362502.930776145, 4499504.406694234 5362501.544748396, 4499501.8248075 5362501.658478073)), ((4499502.123126864 5362505.802385724, 4499502.222586527 5362507.386528769, 4499502.520604691 5362508.475604252, 4499504.40737394 5362508.475418898, 4499505.698205069 5362507.28717809, 4499504.407111768 5362505.80216127, 4499502.123126864 5362505.802385724)), ((4499502.520955439 5362512.039945804, 4499502.421778539 5362513.327078366, 4499502.819109632 5362514.515152375, 4499504.904503352 5362514.71296648, 4499505.996697008 5362513.227718204, 4499504.606330667 5362512.039740974, 4499502.520955439 5362512.039945804)))",3,6.0
263,264,266,59,"MULTIPOLYGON (((48.40032922053778 11.99183284545546, 48.40033456286955 11.99183016324644, 48.40033545325812 11.99184491539603, 48.40032922053778 11.99184491539603, 48.40032922053778 11.99183284545546)), ((48.40041736894013 11.99184223318701, 48.40042449203668 11.99184491539603, 48.40042360164966 11.99185564423209, 48.40041736894013 11.99185430312758, 48.40041736894013 11.99184223318701)))",chimney,"MULTIPOLYGON (((4499502.765214367 5362499.987221383, 4499502.566665233 5362500.581298888, 4499503.659016567 5362500.680201163, 4499503.658948505 5362499.987133546, 4499502.765214367 5362499.987221383)), ((4499503.461303852 5362509.789101546, 4499503.65998888 5362510.581157949, 4499504.454408034 5362510.482070506, 4499504.355036447 5362509.789013814, 4499503.461303852 5362509.789101546)))",3,6.0
264,265,267,59,"MULTIPOLYGON (((48.4003095858803 11.99201005703799, 48.40032631136234 11.99195157121456, 48.40035213262881 11.99195291231907, 48.40038952892253 11.99195291231907, 48.40040841896523 11.99199262267939, 48.40039754241045 11.9920119209174, 48.4003095858803 11.99201005703799)))",tree,"MULTIPOLYGON (((4499515.886862242 5362497.802606251, 4499511.556383261 5362499.662868251, 4499511.655964985 5362502.534138385, 4499511.656367495 5362506.692540975, 4499514.596970513 5362508.792796911, 4499516.025814798 5362507.5832056, 4499515.886862242 5362497.802606251)))",3,6.0
265,266,268,59,"MULTIPOLYGON (((48.40038615927817 11.99201005703799, 48.40039623206498 11.99196963811522, 48.40040513593921 11.99195622707014, 48.40041849174763 11.9919656148017, 48.40043184755255 11.9919656148017, 48.40044342258064 11.99198170805579, 48.40047191494627 11.99198707247382, 48.40048259957925 11.99199914241438, 48.40047280533245 11.99201389456396, 48.40038615927817 11.99201005703799)))",shadow,"MULTIPOLYGON (((4499515.887680079 5362506.317434409, 4499512.894920918 5362507.437798976, 4499511.901980083 5362508.427990247, 4499512.597249109 5362509.913065631, 4499512.597392617 5362511.398207841, 4499513.789159841 5362512.685215754, 4499514.186679387 5362515.853478845, 4499515.080525311 5362517.041505366, 4499516.1727592 5362515.952297228, 4499515.887680079 5362506.317434409)))",3,6.0
266,267,269,60,"MULTIPOLYGON (((48.4017134302878 11.9814145829556, 48.40171521101666 11.98142397068715, 48.40170897846539 11.98142665289616, 48.40170719773631 11.98141592406011, 48.4017134302878 11.9814145829556)), ((48.40166267948912 11.98144274615025, 48.40166624095034 11.98145213388181, 48.40165911802764 11.98145615719533, 48.40165555656595 11.98144542835927, 48.40166267948912 11.98144274615025)), ((48.40163062632701 11.9814682271359, 48.40163418779048 11.98148029707646, 48.40162706486331 11.98148432038998, 48.40162439376537 11.98147090934491, 48.40163062632701 11.9814682271359)), ((48.40172055320286 11.9814682271359, 48.40172322429576 11.98148163818097, 48.40171253992335 11.98148566149449, 48.40170897846539 11.9814695682404, 48.40172055320286 11.9814682271359)), ((48.40168315788767 11.98149102591252, 48.4016893904421 11.98151248358464, 48.40167959642763 11.98151650689816, 48.40167336387201 11.98149773143506, 48.40168315788767 11.98149102591252)), ((48.40164693260482 11.9814920425415, 48.40165377583501 11.98151516579366, 48.40164398181367 11.98151918910718, 48.40163891931372 11.98149740695953, 48.40164693260482 11.9814920425415)), ((48.40162912528952 11.98151350021362, 48.40163596852209 11.9815406467793, 48.40162556382572 11.98154971003532, 48.40161844089734 11.98152422904968, 48.40162912528952 11.98151350021362)), ((48.401629462114 11.98142393631692, 48.40163480430922 11.98144002957101, 48.4016223391862 11.98144807619806, 48.40161966808798 11.98143600625749, 48.401629462114 11.98142393631692)), ((48.40172473117765 11.98147221607919, 48.40173274445526 11.98146819276567, 48.40173452518345 11.98148965043779, 48.40171849862755 11.9814909915423, 48.4017176082632 11.98148428601976, 48.40172350398957 11.98148131370544, 48.40172473117765 11.98147221607919)), ((48.4016543923535 11.98147892160173, 48.4016579538153 11.9814909915423, 48.40165083089146 11.98149635596033, 48.40164815979477 11.98148562712427, 48.4016543923535 11.98147892160173)), ((48.40170425279587 11.98143064183946, 48.40170870461869 11.98144673509355, 48.40170158170197 11.98144673509355, 48.40169980097264 11.98143466515298, 48.40170425279587 11.98143064183946)), ((48.40171315644115 11.98148026270624, 48.40171014852378 11.9815094769001, 48.40170069133732 11.98150574369188, 48.40170425279587 11.98147892160173, 48.40171315644115 11.98148026270624)))",unknown,"MULTIPOLYGON (((4498731.367755602 5362654.037274317, 4498732.062909671 5362654.235125452, 4498732.261349558 5362653.542029959, 4498731.466894302 5362653.344202042, 4498731.367755602 5362654.037274317)), ((4498733.451758252 5362648.393384517, 4498734.146959245 5362648.789250279, 4498734.444677632 5362647.997123875, 4498733.650175352 5362647.601281254, 4498733.451758252 5362648.393384517)), ((4498735.337648236 5362644.828686926, 4498736.231452039 5362645.224506794, 4498736.529170905 5362644.432380006, 4498735.536088853 5362644.135590403, 4498735.337648236 5362644.828686926)), ((4498735.3399846 5362654.82840079, 4498736.333064792 5362655.125189804, 4498736.630690712 5362653.937036423, 4498735.438984987 5362653.54128669, 4498735.3399846 5362654.82840079)), ((4498737.027132719 5362650.669711898, 4498738.616112764 5362651.362390707, 4498738.913762431 5362650.273243723, 4498737.52338447 5362649.58051837, 4498737.027132719 5362650.669711898)), ((4498737.101468404 5362646.641505218, 4498738.813792189 5362647.402061396, 4498739.1114421 5362646.312913666, 4498737.498465464 5362645.750348373, 4498737.101468404 5362646.641505218)), ((4498738.689826574 5362644.660991908, 4498740.700054491 5362645.4214795, 4498741.370868556 5362644.264339055, 4498739.483959955 5362643.472720809, 4498738.689826574 5362644.660991908)), ((4498732.058131423 5362644.699995621, 4498733.249885578 5362645.293759556, 4498733.845368871 5362643.907519939, 4498732.951587866 5362643.610707534, 4498732.058131423 5362644.699995621)), ((4498735.635451459 5362655.292915402, 4498735.337756421 5362656.184047686, 4498736.926619604 5362656.381690606, 4498737.025504811 5362654.599541974, 4498736.528976255 5362654.500650871, 4498736.309046506 5362655.156296884, 4498735.635451459 5362655.292915402)), ((4498736.13013048 5362647.471243205, 4498737.023933813 5362647.867063015, 4498737.420953871 5362647.074913469, 4498736.626474778 5362646.778077488, 4498736.13013048 5362647.471243205)), ((4498732.556584927 5362653.016474473, 4498733.748314124 5362653.511230643, 4498733.748128843 5362652.719174555, 4498732.854372398 5362652.521369647, 4498732.556584927 5362653.016474473)), ((4498736.2309574 5362654.005685464, 4498738.394022977 5362653.670705575, 4498738.117355108 5362652.619147148, 4498736.131425116 5362653.015638608, 4498736.2309574 5362654.005685464)))",2,21.0
